Date,Division,CPI Division,Daily Change (%)
2025-06-04,TRANSPORT,100.3481,-0.0959
2025-06-05,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-05,CLOTHING AND FOOTWEAR,101.6841,-0.4134
2025-06-05,EDUCATION SERVICES,99.4187,0.0
2025-06-05,FOOD AND NON-ALCOHOLIC BEVERAGES,101.9057,0.0
2025-06-05,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5312,0.0
2025-06-05,HEALTH,100.3829,0.0
2025-06-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8774,-0.0001
2025-06-05,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-05,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-05,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-05,RESTAURANTS AND ACCOMODATION SERVICES,96.0776,0.0
2025-06-05,TRANSPORT,100.3481,0.0
2025-06-06,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-06,CLOTHING AND FOOTWEAR,101.6841,0.0
2025-06-06,EDUCATION SERVICES,99.4187,0.0
2025-06-06,FOOD AND NON-ALCOHOLIC BEVERAGES,101.9057,0.0
2025-06-06,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5312,0.0
2025-06-06,HEALTH,100.3829,0.0
2025-06-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8771,-0.0003
2025-06-06,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-06,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-06,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-06,RESTAURANTS AND ACCOMODATION SERVICES,96.0776,0.0
2025-06-06,TRANSPORT,100.3481,0.0
2025-06-07,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-07,CLOTHING AND FOOTWEAR,101.6841,0.0
2025-06-07,EDUCATION SERVICES,99.4187,0.0
2025-06-07,FOOD AND NON-ALCOHOLIC BEVERAGES,101.7777,-0.1256
2025-06-07,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5312,0.0
2025-06-07,HEALTH,100.3829,0.0
2025-06-07,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8777,0.0006
2025-06-07,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-07,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-07,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-07,RESTAURANTS AND ACCOMODATION SERVICES,96.0776,0.0
2025-06-07,TRANSPORT,100.3481,0.0
2025-06-08,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-08,CLOTHING AND FOOTWEAR,101.6841,0.0
2025-06-08,EDUCATION SERVICES,99.4187,0.0
2025-06-08,FOOD AND NON-ALCOHOLIC BEVERAGES,101.7777,0.0
2025-06-08,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5312,0.0
2025-06-08,HEALTH,100.3829,0.0
2025-06-08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.877,-0.0007
2025-06-08,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-08,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-08,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-08,RESTAURANTS AND ACCOMODATION SERVICES,96.0776,0.0
2025-06-08,TRANSPORT,100.3481,0.0
2025-06-09,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-09,CLOTHING AND FOOTWEAR,101.6841,0.0
2025-06-09,EDUCATION SERVICES,99.4187,0.0
2025-06-09,FOOD AND NON-ALCOHOLIC BEVERAGES,101.7777,0.0
2025-06-09,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5312,0.0
2025-06-09,HEALTH,100.3829,0.0
2025-06-09,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.877,0.0
2025-06-09,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-09,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-09,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-09,RESTAURANTS AND ACCOMODATION SERVICES,96.0776,0.0
2025-06-09,TRANSPORT,100.348,-0.0001
2025-06-10,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-10,CLOTHING AND FOOTWEAR,102.1062,0.4151
2025-06-10,EDUCATION SERVICES,99.4187,0.0
2025-06-10,FOOD AND NON-ALCOHOLIC BEVERAGES,101.7777,0.0
2025-06-10,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5312,0.0
2025-06-10,HEALTH,100.3829,0.0
2025-06-10,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.877,0.0
2025-06-10,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-10,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-10,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-10,RESTAURANTS AND ACCOMODATION SERVICES,96.0776,0.0
2025-06-10,TRANSPORT,100.348,0.0
2025-06-11,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-11,CLOTHING AND FOOTWEAR,102.1062,0.0
2025-06-11,EDUCATION SERVICES,99.4187,0.0
2025-06-11,FOOD AND NON-ALCOHOLIC BEVERAGES,97.5804,-4.124
2025-06-11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5312,0.0
2025-06-11,HEALTH,100.3829,0.0
2025-06-11,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8765,-0.0005
2025-06-11,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-11,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-11,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-11,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,7.4982
2025-06-11,TRANSPORT,100.3481,0.0001
2025-06-12,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-12,CLOTHING AND FOOTWEAR,102.1062,0.0
2025-06-12,EDUCATION SERVICES,99.4187,0.0
2025-06-12,FOOD AND NON-ALCOHOLIC BEVERAGES,96.7828,-0.8174
2025-06-12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.4767,-0.0559
2025-06-12,HEALTH,100.3829,0.0
2025-06-12,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8776,0.0011
2025-06-12,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-12,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-12,"RECREATION, SPORT AND CULTURE",100.0339,0.0
2025-06-12,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-12,TRANSPORT,100.3481,0.0
2025-06-13,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-13,CLOTHING AND FOOTWEAR,102.1062,0.0
2025-06-13,EDUCATION SERVICES,99.4187,0.0
2025-06-13,FOOD AND NON-ALCOHOLIC BEVERAGES,96.7828,0.0
2025-06-13,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0862
2025-06-13,HEALTH,100.3829,0.0
2025-06-13,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8781,0.0005
2025-06-13,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-13,"RECREATION, SPORT AND CULTURE",101.0827,1.0484
2025-06-13,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-13,TRANSPORT,100.3481,0.0
2025-06-14,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-14,CLOTHING AND FOOTWEAR,102.1062,0.0
2025-06-14,EDUCATION SERVICES,99.4187,0.0
2025-06-14,FOOD AND NON-ALCOHOLIC BEVERAGES,96.7828,0.0
2025-06-14,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-14,HEALTH,100.3829,0.0
2025-06-14,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8788,0.0007
2025-06-14,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-14,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-14,"RECREATION, SPORT AND CULTURE",101.0827,0.0
2025-06-14,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-14,TRANSPORT,100.3481,0.0
2025-06-15,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-15,CLOTHING AND FOOTWEAR,102.1062,0.0
2025-06-15,EDUCATION SERVICES,99.4187,0.0
2025-06-15,FOOD AND NON-ALCOHOLIC BEVERAGES,96.7828,0.0
2025-06-15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-15,HEALTH,100.3829,0.0
2025-06-15,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8789,0.0001
2025-06-15,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-15,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-15,"RECREATION, SPORT AND CULTURE",101.0827,0.0
2025-06-15,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-15,TRANSPORT,100.3481,0.0
2025-06-16,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-16,CLOTHING AND FOOTWEAR,101.6833,-0.4142
2025-06-16,EDUCATION SERVICES,99.4187,0.0
2025-06-16,FOOD AND NON-ALCOHOLIC BEVERAGES,96.7828,0.0
2025-06-16,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-16,HEALTH,100.3829,0.0
2025-06-16,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8785,-0.0004
2025-06-16,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-16,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-16,"RECREATION, SPORT AND CULTURE",101.0827,0.0
2025-06-16,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-16,TRANSPORT,100.348,-0.0001
2025-06-17,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-17,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-17,EDUCATION SERVICES,100.5262,1.1139
2025-06-17,FOOD AND NON-ALCOHOLIC BEVERAGES,96.9344,0.1566
2025-06-17,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-17,HEALTH,100.3829,0.0
2025-06-17,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8778,-0.0007
2025-06-17,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-17,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-17,"RECREATION, SPORT AND CULTURE",101.0827,0.0
2025-06-17,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-17,TRANSPORT,100.3481,0.0001
2025-06-18,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-18,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-18,EDUCATION SERVICES,100.5262,0.0
2025-06-18,FOOD AND NON-ALCOHOLIC BEVERAGES,98.12,1.2231
2025-06-18,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-18,HEALTH,100.3829,0.0
2025-06-18,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8779,0.0001
2025-06-18,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-18,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-18,"RECREATION, SPORT AND CULTURE",101.0827,0.0
2025-06-18,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-18,TRANSPORT,100.3481,0.0
2025-06-19,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-19,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-19,EDUCATION SERVICES,100.5262,0.0
2025-06-19,FOOD AND NON-ALCOHOLIC BEVERAGES,98.0256,-0.0962
2025-06-19,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-19,HEALTH,100.3829,0.0
2025-06-19,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8829,0.0051
2025-06-19,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-19,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-19,"RECREATION, SPORT AND CULTURE",101.0827,0.0
2025-06-19,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-19,TRANSPORT,100.3481,0.0
2025-06-20,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-20,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-20,EDUCATION SERVICES,100.5262,0.0
2025-06-20,FOOD AND NON-ALCOHOLIC BEVERAGES,98.0256,0.0
2025-06-20,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-20,HEALTH,100.3829,0.0
2025-06-20,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8843,0.0015
2025-06-20,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-20,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-20,"RECREATION, SPORT AND CULTURE",101.0827,0.0
2025-06-20,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-20,TRANSPORT,100.3596,0.0115
2025-06-21,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-21,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-21,EDUCATION SERVICES,100.5262,0.0
2025-06-21,FOOD AND NON-ALCOHOLIC BEVERAGES,98.0256,0.0
2025-06-21,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-21,HEALTH,100.3829,0.0
2025-06-21,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8841,-0.0002
2025-06-21,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-21,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-21,"RECREATION, SPORT AND CULTURE",101.0851,0.0024
2025-06-21,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-21,TRANSPORT,100.3596,0.0
2025-06-22,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-22,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-22,EDUCATION SERVICES,100.5262,0.0
2025-06-22,FOOD AND NON-ALCOHOLIC BEVERAGES,98.0256,0.0
2025-06-22,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-22,HEALTH,100.3829,0.0
2025-06-22,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8841,0.0
2025-06-22,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-22,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-22,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-22,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-22,TRANSPORT,100.3596,0.0
2025-06-23,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-23,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-23,EDUCATION SERVICES,100.5262,0.0
2025-06-23,FOOD AND NON-ALCOHOLIC BEVERAGES,98.0256,0.0
2025-06-23,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-23,HEALTH,100.3829,0.0
2025-06-23,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8849,0.0008
2025-06-23,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-23,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-23,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-23,TRANSPORT,100.3596,0.0
2025-06-24,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-24,CLOTHING AND FOOTWEAR,101.6833,0.0
2025-06-24,EDUCATION SERVICES,100.5262,0.0
2025-06-24,FOOD AND NON-ALCOHOLIC BEVERAGES,98.1627,0.1398
2025-06-24,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-24,HEALTH,100.3829,0.0
2025-06-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8863,0.0014
2025-06-24,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-24,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-24,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-24,TRANSPORT,100.3597,0.0001
2025-06-25,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-25,CLOTHING AND FOOTWEAR,101.3669,-0.3111
2025-06-25,EDUCATION SERVICES,100.5262,0.0
2025-06-25,FOOD AND NON-ALCOHOLIC BEVERAGES,98.1036,-0.0601
2025-06-25,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-25,HEALTH,100.3829,0.0
2025-06-25,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8873,0.0011
2025-06-25,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-25,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-25,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-25,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-25,TRANSPORT,100.3598,0.0001
2025-06-26,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-26,CLOTHING AND FOOTWEAR,101.3669,0.0
2025-06-26,EDUCATION SERVICES,100.5262,0.0
2025-06-26,FOOD AND NON-ALCOHOLIC BEVERAGES,98.1313,0.0282
2025-06-26,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-26,HEALTH,100.3829,0.0
2025-06-26,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8887,0.0014
2025-06-26,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-26,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-26,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-26,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-26,TRANSPORT,100.3598,0.0
2025-06-27,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6267,0.0
2025-06-27,CLOTHING AND FOOTWEAR,101.3669,0.0
2025-06-27,EDUCATION SERVICES,100.5262,0.0
2025-06-27,FOOD AND NON-ALCOHOLIC BEVERAGES,98.1313,0.0
2025-06-27,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-27,HEALTH,100.3829,0.0
2025-06-27,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8904,0.0017
2025-06-27,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-27,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-27,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-27,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-27,TRANSPORT,99.3319,-1.0242
2025-06-28,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6962,0.0684
2025-06-28,CLOTHING AND FOOTWEAR,101.4553,0.0872
2025-06-28,EDUCATION SERVICES,100.5262,0.0
2025-06-28,FOOD AND NON-ALCOHOLIC BEVERAGES,98.1313,0.0
2025-06-28,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-28,HEALTH,100.3829,0.0
2025-06-28,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8911,0.0008
2025-06-28,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-28,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-28,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-28,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-28,TRANSPORT,99.3338,0.0019
2025-06-29,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.6962,0.0
2025-06-29,CLOTHING AND FOOTWEAR,101.4553,0.0
2025-06-29,EDUCATION SERVICES,100.5262,0.0
2025-06-29,FOOD AND NON-ALCOHOLIC BEVERAGES,98.1313,0.0
2025-06-29,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-29,HEALTH,100.3829,0.0
2025-06-29,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8912,0.0001
2025-06-29,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-29,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-29,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-29,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-29,TRANSPORT,99.3338,0.0
2025-06-30,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.7309,0.0342
2025-06-30,CLOTHING AND FOOTWEAR,101.3496,-0.1042
2025-06-30,EDUCATION SERVICES,100.5262,0.0
2025-06-30,FOOD AND NON-ALCOHOLIC BEVERAGES,98.1313,0.0
2025-06-30,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-06-30,HEALTH,100.3829,0.0
2025-06-30,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8915,0.0003
2025-06-30,INFORMATION AND COMMUNICATION,100.39,0.0
2025-06-30,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.3058,0.0
2025-06-30,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-06-30,RESTAURANTS AND ACCOMODATION SERVICES,103.2817,0.0
2025-06-30,TRANSPORT,99.3337,-0.0001
2025-07-01,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.7657,0.0342
2025-07-01,CLOTHING AND FOOTWEAR,101.3496,0.0
2025-07-01,EDUCATION SERVICES,100.5262,0.0
2025-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,98.8561,0.7387
2025-07-01,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.5608,0.0
2025-07-01,HEALTH,100.3829,0.0
2025-07-01,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8922,0.0007
2025-07-01,INFORMATION AND COMMUNICATION,100.39,0.0
2025-07-01,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.432,0.1258
2025-07-01,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-07-01,RESTAURANTS AND ACCOMODATION SERVICES,103.3594,0.0753
2025-07-01,TRANSPORT,99.3329,-0.0008
2025-07-02,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.8004,0.0341
2025-07-02,CLOTHING AND FOOTWEAR,101.3496,0.0
2025-07-02,EDUCATION SERVICES,100.5262,0.0
2025-07-02,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1041,0.2509
2025-07-02,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",97.6379,0.079
2025-07-02,HEALTH,100.3829,0.0
2025-07-02,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",96.8923,0.0001
2025-07-02,INFORMATION AND COMMUNICATION,100.39,0.0
2025-07-02,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",100.432,0.0
2025-07-02,"RECREATION, SPORT AND CULTURE",101.0851,0.0
2025-07-02,RESTAURANTS AND ACCOMODATION SERVICES,103.3594,0.0
2025-07-02,TRANSPORT,99.3329,0.0
2025-07-03,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",101.7657,-0.0341
2025-07-03,CLOTHING AND FOOTWEAR,101.2438,-0.1043
2025-07-03,EDUCATION SERVICES,100.5262,0.0
2025-07-03,FOOD AND NON-ALCOHOLIC BEVERAGES,99.1041,0.0
