Date,Division,Subclass,Price,Weight,Weight_Price_Subclass,Weight_Price_Division,CPI Division,Daily Change (%)
2026-06-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Liquid fuels,1.3614579207920792,0.0047,0.0063988522277227,0.4012869138155894,100.0,
2026-06-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Electricity,8.2276,0.0337,0.27727012,0.4012869138155894,100.0,
2026-06-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Water supply delivered through network systems,5.769622222333332,0.0056,0.0323098844450666,0.4012869138155894,100.0,
2026-06-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",Sewage collection through sewer systems,1.0142142856666665,0.0012,0.0012170571427999,0.4012869138155894,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,Cleaning of clothing,18.0,0.0005,0.009,1.5310952638888888,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,Footwear for infants and children,23.975,0.002,0.04795,1.5310952638888888,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,Footwear for men,53.5,0.0053,0.28355,1.5310952638888888,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,Footwear for women,38.90833333333333,0.0056,0.2178866666666666,1.5310952638888888,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,Garments for infants (under 2 years of age),21.45375,0.0021,0.045052875,1.5310952638888888,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,Garments for men or boys,16.541666666666668,0.0223,0.3688791666666667,1.5310952638888888,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,Garments for women or girls,21.88111111111111,0.0248,0.5426515555555556,1.5310952638888888,100.0,
2026-06-24,CLOTHING AND FOOTWEAR,School uniforms,17.916666666666668,0.0009,0.016125,1.5310952638888888,100.0,
2026-06-24,EDUCATION SERVICES,Early childhood education,6930.0,0.005,34.65,241.2152692491,100.0,
2026-06-24,EDUCATION SERVICES,Post-secondary non-tertiary education,9200.0,0.0003,2.76,241.2152692491,100.0,
2026-06-24,EDUCATION SERVICES,Primary education,7290.0,0.0022,16.038,241.2152692491,100.0,
2026-06-24,EDUCATION SERVICES,Secondary education,8470.833333499999,0.0066,55.90750000109999,241.2152692491,100.0,
2026-06-24,EDUCATION SERVICES,Tertiary education,11758.46154,0.0112,131.694769248,241.2152692491,100.0,
2026-06-24,EDUCATION SERVICES,Tutoring,15.0,0.011,0.1649999999999999,241.2152692491,100.0,
2026-06-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",Hairdressing,23.45,0.0136,0.31892,0.8690514166666667,100.0,
2026-06-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES","Other appliances, articles and products for personal care",4.614000000000001,0.0235,0.108429,0.8690514166666667,100.0,
2026-06-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",Personal grooming treatments,4.618333333333333,0.0068,0.0314046666666666,0.8690514166666667,100.0,
2026-06-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",Purchase of electric appliances for personal care,45.31625,0.0002,0.00906325,0.8690514166666667,100.0,
2026-06-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",Purchase of jewellery and watches,87.78500000000001,0.0017,0.1492345,0.8690514166666667,100.0,
2026-06-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES","Travel goods, baby articles and other personal effects n.e.c.",70.0,0.0036,0.252,0.8690514166666667,100.0,
2026-06-24,RESTAURANTS AND ACCOMODATION SERVICES,"Restaurants, cafes and the like - with full service",26.76363636363636,0.0674,1.8038690909090909,2.102686471861472,100.0,
2026-06-24,RESTAURANTS AND ACCOMODATION SERVICES,"Restaurants, cafes and the like - with limited service",7.926190476190476,0.0377,0.2988173809523809,2.102686471861472,100.0,
