product_name,product_price,date_time_scraped,product_subclass,retailer,subclass_average
ΧαραλαμπίδηςΚρίστηςLightΜαργαρίνη500g,3.15,2023-04-30 01:53:11.426475,Margarine and other vegetable fats,SupermarketCy,0
FloraOriginal100%Φυτικό450g,2.66,2023-04-30 01:53:11.426476,Margarine and other vegetable fats,SupermarketCy,0
FloraLight100%Φυτικό450g,2.74,2023-04-30 01:53:11.426477,Margarine and other vegetable fats,SupermarketCy,0
ΜινέρβαΦαστSoft250g,1.89,2023-04-30 01:53:11.426477,Margarine and other vegetable fats,SupermarketCy,0
VasilicoEggsΑυγάΜεσσαία15Τεμ,3.99,2023-04-30 01:53:12.434405,Eggs,SupermarketCy,0
ΣίφουναςΜαύροΜικρόΨωμίΚομμένο500g,1.85,30/04/2023 01:53:13,bread,SupermarketCy,0
ΣίφουναςΟλικήςΨωμίΚομμένο780g,2.4,30/04/2023 01:53:14,bread,SupermarketCy,0
ΣίφουναςΚοινόΨωμίΚομμένο560g,1.55,30/04/2023 01:53:15,bread,SupermarketCy,0
ΣίφουναςΚοινόΨωμίΚομμένο970g,2.0,30/04/2023 01:53:16,bread,SupermarketCy,0
ΣίφουναςΆσπροΨωμί560g,1.75,30/04/2023 01:53:18,bread,SupermarketCy,0
ΣίφουναςΚοινόΨωμί970g,2.0,30/04/2023 01:53:21,bread,SupermarketCy,0
3ΑΑπλήΖωοτροφήΜίλλετΚεχρίΚίτρινο800g,1.25,30/04/2023 01:53:21,Products for Pets,SupermarketCy,0
WhiskasAdultΚλασσικάΕπιλεγμέναΣεΣάλτσα4X100g,2.35,30/04/2023 01:53:22,Products for Pets,SupermarketCy,0
PedigreeΜεΜοσχάρι400g,1.74,30/04/2023 01:53:23,Products for Pets,SupermarketCy,0
MarobΜαχαίρια12Τεμ,5.99,30/04/2023 01:53:53,"Cutlery, flatware and silverware",SupermarketCy,0
KlemexΣακούλεςΜπλέΜεΚορδόνι75X8059L20Τεμ,1.9,30/04/2023 01:54:31,Cleaning equipment,SupermarketCy,0
LordosΣακούλεςΑνακύκλωσηςΠλαστικό75X8020Τεμ,3.28,30/04/2023 01:54:32,Cleaning equipment,SupermarketCy,0
LordosΣακούλεςΑνακύκλωσηςΧαρτί60X7320Τεμ,1.99,30/04/2023 01:54:33,Cleaning equipment,SupermarketCy,0
KlemexΜεγάλαΣακούλιαΓιαΤρόφιμα100Τεμ,0.95,30/04/2023 01:54:34,Cleaning equipment,SupermarketCy,0
ScotchBriteΠράσινοΣφουγγάριΚουζίνας2+1Δώρο,1.99,30/04/2023 01:54:35,Cleaning equipment,SupermarketCy,0
ViledaΣφουγγάριΓιαΜπάνιο1Τεμ,1.65,30/04/2023 01:54:37,Cleaning equipment,SupermarketCy,0
SanitasΑνοξείδωτοΣύρμα2Τεμ,1.45,30/04/2023 01:54:38,Cleaning equipment,SupermarketCy,0
WettexΣπογγοπετσέτα26cmx20cm,0.89,30/04/2023 01:54:39,Cleaning equipment,SupermarketCy,0
ViledaΞεσκονόπαναΓενικούΚαθαρισμού3Τεμ,3.11,30/04/2023 01:54:40,Cleaning equipment,SupermarketCy,0
SanitasΠανάκιαΣτεγνούΚαθαρισμούΓιαΔάπεδα20Τεμ,2.99,30/04/2023 01:54:42,Cleaning equipment,SupermarketCy,0
StadioΣκούπα1Τεμ,1.99,30/04/2023 01:54:43,Cleaning Equipment,SupermarketCy,0
ViledaΣκούπαStandard1Τεμ,4.57,30/04/2023 01:54:44,Cleaning Equipment,SupermarketCy,0
PolaΣκούπα1Τεμ,2.49,30/04/2023 01:54:44,Cleaning Equipment,SupermarketCy,0
ViledaΣφουγγαρίστραStandard1Τεμ,4.29,30/04/2023 01:54:53,Cleaning Equipment,SupermarketCy,0
MyreonΣφουγγαρίστραYellowStrips1Τεμ,2.62,30/04/2023 01:54:55,Cleaning Equipment,SupermarketCy,0
ScotchBriteΣφουγγαρίστραClikClak1Τεμ,3.99,30/04/2023 01:54:56,Cleaning Equipment,SupermarketCy,0
ViledaUniversalΚοντάρι1Τεμ,2.15,30/04/2023 01:54:57,Cleaning Equipment,SupermarketCy,0
SwipeΚοντάριΑσημί1Τεμ,2.35,30/04/2023 01:54:59,Cleaning Equipment,SupermarketCy,0
MyreonAluminiumΚοντάρι1Τεμ,4.28,30/04/2023 01:55:01,Cleaning Equipment,SupermarketCy,0
Dettol500ml,5.99,30/04/2023 01:55:11,Cleaning and maintenance products,SupermarketCy,0
CifClassicΚρέμαΓενικούΚαθαρισμού750ml,2.74,30/04/2023 01:55:12,Cleaning and maintenance products,SupermarketCy,0
RoklinSprayAntibacterialΠολυκαθαριστικό750ml-1€,2.49,30/04/2023 01:55:35,Cleaning and maintenance products,SupermarketCy,0
KlinexΧλωρίνηSprayΠολλαπλώνΧρήσεων750ml,3.8,30/04/2023 01:55:42,Cleaning and maintenance products,SupermarketCy,0
"DixanDeepCleanΣκόνη70Πλύσεις3,85kg",11.99,30/04/2023 01:55:52,Cleaning and maintenance products,SupermarketCy,0
"ΕύρηκαΜασσαλίαςClassicΥγρό48Πλύσεις2,4L-4€",7.05,30/04/2023 01:56:21,Cleaning and maintenance products,SupermarketCy,0
ComfortPureΜαλακτικόΡούχων2L,3.07,30/04/2023 01:56:40,Cleaning and maintenance products,SupermarketCy,0
SecretsΛεβάντα&YlangYlangΜαλακτικόΡούχων2L-1€,2.75,30/04/2023 01:56:40,Cleaning and maintenance products,SupermarketCy,0
LenorLaCollectionLoveΣυμπυκνωμένοΜαλακτικό60Πλύσεις1.38L,4.49,30/04/2023 01:56:53,Cleaning and maintenance products,SupermarketCy,0
PalmoliveDeliciousOrchidΥγρόΠιάτων500ml,1.98,30/04/2023 01:57:03,Cleaning and maintenance products,SupermarketCy,0
ΕύρηκαΥγρόΠιάτωνΛεμόνι750ml,1.59,30/04/2023 01:57:05,Cleaning and maintenance products,SupermarketCy,0
ΝουνούΦαρίνΛακτέ300g-0.40€,2.79,30/04/2023 01:57:32,Baby food,SupermarketCy,0
Humana5ΔημητριακαΜεΜπανάναΧωρίςΠροσθήκηΖάχαρης200g,3.75,30/04/2023 01:57:33,Baby food,SupermarketCy,0
NeutroRobertsDeodorantPowderFreshRollOn50ml,3.3,30/04/2023 01:57:33,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
GarnierSkinActiveMoistureBombTissueMask1Τεμ28g,1.99,30/04/2023 01:57:51,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
JohnsonsΜπατονέτες200Τεμ,2.33,30/04/2023 01:58:00,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
TippysΔίσκοιΝτεμακιγιάζ80Τεμ,1.85,30/04/2023 01:58:08,Pharmaceutical products,SupermarketCy,0
GrecoDrugΟινόπνευμα96%350ml,4.99,30/04/2023 01:58:09,Pharmaceutical products,SupermarketCy,0
AlokozayΙατρικέςΜάσκεςΠροσώπου10Τεμ,1.2,30/04/2023 01:58:11,Pharmaceutical products,SupermarketCy,0
AsproClear18Τεμ,3.45,30/04/2023 01:58:11,Pharmaceutical products,SupermarketCy,0
HansaplastUniversalΔιάφοραΜεγέθη40Τεμ,3.28,30/04/2023 01:58:13,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
PalmoliveSilkyShineEffectΣαμπουάνΜεΑλόεΒέρα350ml,1.59,30/04/2023 01:58:14,Personal grooming treatments,SupermarketCy,0
DermomedArganOilΚρεμοσάπουνο1000ml,2.89,30/04/2023 01:58:44,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
DermomedΑλόεΒέραΚρεμοσάπουνο1000ml,2.49,30/04/2023 01:58:54,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
ColgateMaxWhiteCrystalMint75ml1+1Δώρο,3.49,30/04/2023 01:58:54,Non-electrical appliances,SupermarketCy,0
ColgateΟδοντόβουρτσαExtraCleanMedium1+1Δωρεάν,1.99,30/04/2023 01:58:55,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
ListerineCoolMintMildTaste500ml1+1,8.15,30/04/2023 01:58:56,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
ColgateTotalProGumHealthΟδοντικόΝήμα50m,3.25,30/04/2023 01:58:57,Non-electrical appliances,SupermarketCy,0
GilletteBlueIiPlusSlalomΞυραφάκια10Τεμ,5.25,30/04/2023 01:58:58,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
NiveaMenFreshKickAfterShaveBalm100ml,7.9,30/04/2023 01:59:25,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
AlwaysUltraSecureNight12Τεμ,2.39,30/04/2023 01:59:25,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
KopparbergStrawberry&LimeCider500ml,1.59,30/04/2023 01:59:26,Spirits and liqueurs,SupermarketCy,0
SomersbyAppleCider330ml,1.35,30/04/2023 01:59:27,Spirits and liqueurs,SupermarketCy,0
ΚεοVsopBrandy1L,12.49,30/04/2023 01:59:28,Spirits and liqueurs,SupermarketCy,0
GordonsDryGin700ml,16.15,30/04/2023 01:59:29,Spirits and liqueurs,SupermarketCy,0
BaileysOriginalLiqueur700ml,16.95,30/04/2023 01:59:29,Spirits and liqueurs,SupermarketCy,0
AperolAperitivo1L,16.49,30/04/2023 01:59:30,Spirits and liqueurs,SupermarketCy,0
BacardiSuperiorRum700ml,14.95,30/04/2023 01:59:32,Spirits and liqueurs,SupermarketCy,0
Κεο8X330ml,5.8,30/04/2023 01:59:33,Lager beer,SupermarketCy,0
Carlsberg8X330ml,6.78,30/04/2023 01:59:33,Lager beer,SupermarketCy,0
ΚεοΛευκόΞηρόΚρασί1L,2.59,30/04/2023 01:59:34,Wine from grapes,SupermarketCy,0
MateusRoseΚρασί750ml,4.45,30/04/2023 01:59:35,Wine from grapes,SupermarketCy,0
ΚεοΕρυθρόΞηρόΚρασί1L,2.59,30/04/2023 01:59:36,Wine from grapes,SupermarketCy,0
NescafeClassic200g,6.3,30/04/2023 01:59:37,Coffee,SupermarketCy,0
NescafeClassic100g,3.75,30/04/2023 01:59:38,Coffee,SupermarketCy,0
JacobsGoldΕπιλεγμένοΧαρμάνι100g,4.46,30/04/2023 01:59:38,Coffee,SupermarketCy,0
JacobsΕκλεκτός100g,4.9,30/04/2023 01:59:59,Coffee,SupermarketCy,0
CelestCafeClassic200g,4.59,30/04/2023 02:00:09,Coffee,SupermarketCy,0
NescafeAzeraEspresso100g,6.99,30/04/2023 02:00:11,Coffee,SupermarketCy,0
ΛαϊκούΚυπριακόςΚαφέςΧρυσός200g,2.99,30/04/2023 02:00:21,Coffee,SupermarketCy,0
ΧαραλάμπουςΚυπριακόςΚαφές200g,2.99,30/04/2023 02:00:22,Coffee,SupermarketCy,0
ΛαϊκούΚυπριακόςΚαφέςΧρυσός500g,7.49,30/04/2023 02:00:23,Coffee,SupermarketCy,0
ΧαραλάμπουςΚυπριακόςΚαφές500g,7.35,30/04/2023 02:00:27,Coffee,SupermarketCy,0
LiptonYellowLabelΤσάι20Τεμ,1.45,30/04/2023 02:00:28,Tea,SupermarketCy,0
AhmadTeaΠράσινοΤσάι25Τεμ,1.65,30/04/2023 02:00:29,Tea,SupermarketCy,0
NaturalLifeΤσάιΧαμομήλι20Τεμ,1.95,30/04/2023 02:00:29,Tea,SupermarketCy,0
AhmadTeaΑγγλικόΠρόγευμα20Τεμ,1.89,30/04/2023 02:00:30,Tea,SupermarketCy,0
CadburyΡόφημαΣοκολάτας500g,3.65,30/04/2023 02:00:31,Cocoa and powdered chocolate,SupermarketCy,0
CadburyΚακάο125g,1.77,30/04/2023 02:00:32,Cocoa and powdered chocolate,SupermarketCy,0
"ΆγιοςΝικόλαος6X1,5L",1.99,30/04/2023 02:00:33,Mineral or spring waters,SupermarketCy,0
Αγρός12X500ml,3.3,30/04/2023 02:00:34,Mineral or spring waters,SupermarketCy,0
"Αγρός6X1,5L",2.49,30/04/2023 02:00:34,Mineral or spring waters,SupermarketCy,0
ΆγιοςΝικόλαος12X500ml,2.49,30/04/2023 02:00:35,Mineral or spring waters,SupermarketCy,0
Κύκκος12Χ500ml,3.49,30/04/2023 02:00:36,Mineral or spring waters,SupermarketCy,0
"Κύκκος6Χ1,5L",2.85,30/04/2023 02:00:37,Mineral or spring waters,SupermarketCy,0
KeanΧυμόςΠορτοκάλι1L,1.6,30/04/2023 02:00:38,Fruit and vegetable juices,SupermarketCy,0
ΛανίτηςΧυμόςΠορτοκάλι1L,1.95,30/04/2023 02:00:38,Fruit and vegetable juices,SupermarketCy,0
ΚεανίταΧυμόςΠορτοκάλι9X250ml,4.35,30/04/2023 02:00:39,Fruit and vegetable juices,SupermarketCy,0
ΚεοΧυμόςΠορτοκάλι1L,1.5,30/04/2023 02:00:41,Fruit and vegetable juices,SupermarketCy,0
ΈναΧυμόςΠορτοκάλι1L,1.25,30/04/2023 02:00:44,Fruit and vegetable juices,SupermarketCy,0
KeanΧυμόςΜήλο9X250ml,5.42,30/04/2023 02:00:45,Fruit and vegetable juices,SupermarketCy,0
KeanΧυμόςΜήλο1L,1.75,30/04/2023 02:00:46,Fruit and vegetable juices,SupermarketCy,0
ΛανίτηςΧυμόςΜήλο1L,1.95,30/04/2023 02:00:47,Fruit and vegetable juices,SupermarketCy,0
ΚεοΧυμόςΜήλο1L,1.5,30/04/2023 02:00:50,Fruit and vegetable juices,SupermarketCy,0
PfannerΧυμόςΜήλο1L,1.65,30/04/2023 02:01:03,Fruit and vegetable juices,SupermarketCy,0
KeanΧυμός5Φρούτα1L,1.75,30/04/2023 02:01:04,Fruit and vegetable juices,SupermarketCy,0
KeanΧυμόςΠορτοκάλιΜήλο&Καρότο1L,1.6,30/04/2023 02:01:05,Fruit and vegetable juices,SupermarketCy,0
KeanΧυμόςΝτομάτας1L,1.6,30/04/2023 02:01:07,Fruit and vegetable juices,SupermarketCy,0
ΚεοΧυμόςΤομάτα1L,1.5,30/04/2023 02:01:10,Fruit and vegetable juices,SupermarketCy,0
CocaCola8X330ml,4.29,30/04/2023 02:01:11,Soft drinks,SupermarketCy,0
Sprite6X330ml,3.4,30/04/2023 02:01:12,Soft drinks,SupermarketCy,0
SchweppesPinkGrapefruit6X330ml,4.23,30/04/2023 02:01:13,Soft drinks,SupermarketCy,0
Fanta6X330ml,3.72,30/04/2023 02:01:13,Soft drinks,SupermarketCy,0
PepsiMax8X330ml,3.49,30/04/2023 02:01:15,Soft drinks,SupermarketCy,0
7Up8X330ml,4.25,30/04/2023 02:01:17,Soft drinks,SupermarketCy,0
SchweppesLemonade6X330ml,3.83,30/04/2023 02:01:19,Soft drinks,SupermarketCy,0
RegisΠαγωτόAgrinoΧωνάκιαΒανίλιαΣοκολάτα4Χ135ml,4.59,30/04/2023 02:01:20,Edible ices and ice cream,SupermarketCy,0
"ΠαπαφιλίπουN-iceΠαγάκια4,5kg",3.95,30/04/2023 02:01:21,Edible ices and ice cream,SupermarketCy,0
"ΠαπαφιλίπουN-iceΠαγάκια2,7kg",2.95,30/04/2023 02:01:21,Edible ices and ice cream,SupermarketCy,0
"ΠαπαφιλίπουN-iceΠαγάκια1,5kg",2.65,30/04/2023 02:01:22,Edible ices and ice cream,SupermarketCy,0
7SeasΦασόλιαΞεκούνιαΆσπρα900g,3.15,30/04/2023 02:01:23,Frozen vegetables other than potatoes and other tubers,SupermarketCy,0
7SeasΑνάμικταΜπρόκολοΚαρότοΚουνουπίδι900g,2.4,30/04/2023 02:01:24,Frozen vegetables other than potatoes and other tubers,SupermarketCy,0
7SeasΜπιζέλι900g,2.49,30/04/2023 02:01:26,Frozen vegetables other than potatoes and other tubers,SupermarketCy,0
7SeasΑνάμικταΜπιζέλιΚαρότοΑγκινάρες900g,2.56,30/04/2023 02:01:28,Frozen vegetables other than potatoes and other tubers,SupermarketCy,0
7SeasΧρωματιστέςΠιπεριές900g,2.9,30/04/2023 02:01:32,Frozen vegetables other than potatoes and other tubers,SupermarketCy,0
FindusΣολωμόςΦιλέτο500g,15.79,30/04/2023 02:01:32,Frozen fish,SupermarketCy,0
FoodpaxΦιλέτοΜπαρμπούνιΕιρηνικού400g,6.99,30/04/2023 02:01:33,Frozen fish,SupermarketCy,0
7SeasΜαρίδα950g,4.39,30/04/2023 02:02:38,Frozen Fish,SupermarketCy,0
7SeasΓόππα900g,4.25,30/04/2023 02:02:40,Frozen Fish,SupermarketCy,0
BlueGreenWaveΧταπόδιαΟλόκληραΚαθαρισμένα1kg,8.13,30/04/2023 02:02:41,Frozen seafood,SupermarketCy,0
FoodpaxΜικρόΧταπόδιΙνδοειρηνικούΚαθαρισμένο400g,5.15,30/04/2023 02:02:42,Frozen Seafood,SupermarketCy,0
ReddaΘράψαλαΕιρηνικούΡοδέλες1kg,5.5,30/04/2023 02:02:42,Frozen Seafood,SupermarketCy,0
BlueGreenWaveΚαλαμάριΡοδέλες1kg,5.75,30/04/2023 02:02:43,Frozen Seafood,SupermarketCy,0
EdesmaΚαβουρόψιχα250g,2.24,30/04/2023 02:02:44,Frozen Seafood,SupermarketCy,0
BirdsEyeBreadedCodLargeFillets4Τεμ,10.99,30/04/2023 02:02:45,Frozen seafood,SupermarketCy,0
NordseaΤραγανιστάΦιλέταΨαριού4Τεμ300g,4.99,30/04/2023 02:02:45,Frozen Seafood,SupermarketCy,0
ReginaΜακαρόνιαΠαστίτσιο425g,3.75,30/04/2023 02:02:46,Ready-made meals,SupermarketCy,0
ReginaΜουσακάς425g,3.75,30/04/2023 02:02:47,Ready-made meals,SupermarketCy,0
ReginaΚανελόνια400g,3.75,30/04/2023 02:02:48,Ready-made meals,SupermarketCy,0
ΓρηγορίουΜπιφτέκιαΓαλοπούλας6Τεμ480g,4.85,30/04/2023 02:02:56,Other meat preparations,SupermarketCy,0
ΓρηγορίουΜπιφτέκιαΒοδινά4Τεμ600g,5.8,30/04/2023 02:02:57,Other meat preparations,SupermarketCy,0
ΜιτσίδηΡαβιόλες375g,3.99,30/04/2023 02:02:57,Pasta products and couscous,SupermarketCy,0
ReginaΠίτσαΠεπερόνι1Τεμ300g,2.99,30/04/2023 02:02:58,Pizza and quiche,SupermarketCy,0
BuitoniPiccolinisProsciutto9x30g,4.89,30/04/2023 02:02:59,Pizza and quiche,SupermarketCy,0
ReginaΠίτσαΣπέσιαλ1Τεμ330g,2.99,30/04/2023 02:03:00,Pizza and quiche,SupermarketCy,0
ReginaΠίτσαΤυρί&Ντομάτα1Τεμ300g,2.72,30/04/2023 02:03:01,Pizza and quiche,SupermarketCy,0
AvikoPommesFritesΠατάτες1kg,3.65,30/04/2023 02:03:01,Crisps,SupermarketCy,0
ΧαραλαμπίδηςΚρίστηςΡαβιόλεςΜεΠισσουρκώτικοΧαλλούμι400g,4.99,30/04/2023 02:03:03,Pasta products and couscous,SupermarketCy,0
HerculesΡαβιόλεςΜεΧαλλούμι&Αναρή400g,3.99,30/04/2023 02:03:04,Pasta products and couscous,SupermarketCy,0
ReddaΓαρίδεςVannameiΑποφλοιωμένεςΠροβρασμένες500g,8.95,30/04/2023 02:03:05,Frozen Seafood,SupermarketCy,0
RoyalBlueΣολομόςΦιλέτοΜερίδες500g,12.99,30/04/2023 02:03:06,Frozen Fish,SupermarketCy,0
7SeasΚοκκινόψαροΑκέφαλο900g,6.3,30/04/2023 02:03:07,Frozen Fish,SupermarketCy,0
ΣολωμόςΦρέσκος2ΤεμMax600g,14.97,30/04/2023 02:03:07,Frozen Fish,SupermarketCy,0
7SeasΨάριΦιλέτοΜεΚαπήρα400g,3.4,30/04/2023 02:03:15,Frozen Seafood,SupermarketCy,0
NordseaFishSticks10Τεμ300g,3.55,30/04/2023 02:03:16,Frozen Seafood,SupermarketCy,0
EdesmaΜπουκιέςΚοτόπουλου24Τεμ500g,6.15,30/04/2023 02:03:17,Other meat preparations,SupermarketCy,0
BgwΣνίτσελΚοτόπουλου400g,4.99,30/04/2023 02:03:18,Other meat preparations,SupermarketCy,0
ΚιτρομηλίδηΣπιτοΓεύματαΚεφτέδες500g,3.99,30/04/2023 02:03:19,Other meat preparations,SupermarketCy,0
7SeasΚοτομπουκιέςΠανέ900g,4.99,30/04/2023 02:03:20,Other meat preparations,SupermarketCy,0
NescafeClassicDecaf100g,4.58,30/04/2023 02:03:22,Coffee,SupermarketCy,0
7UpDiet8X330ml,4.25,30/04/2023 02:03:50,Soft drinks,SupermarketCy,0
CocaColaZero8X330ml,5.25,30/04/2023 02:03:51,Soft drinks,SupermarketCy,0
"ΆγιοςΝικόλαος6X1,5L",1.99,30/04/2023 02:03:52,Mineral or spring waters,SupermarketCy,0
KeanΧυμόςΜάνγκοΡόδι1L,1.6,30/04/2023 02:03:54,Fruit and vegetable juices,SupermarketCy,0
ΣίφουναςΨωμίΦέτεςΤόστΆσπροΜεγάλο925g,2.45,30/04/2023 02:03:55,bread,SupermarketCy,0
ΣίφουναςΨωμίΦέτεςΤόστΆσπροΜικρό700g,2.2,30/04/2023 02:03:56,bread,SupermarketCy,0
ΣίφουναςΨωμίΦέτεςΤόστΜαύροΠιτυρούχοΜεγάλο700g,2.4,30/04/2023 02:03:56,bread,SupermarketCy,0
ΣίφουναςΨωμίΦέτεςΤόστΠολύσποροΜικρό1Τεμ,2.8,30/04/2023 02:03:57,bread,SupermarketCy,0
EtoshaΚάρβουνα5kg,6.95,30/04/2023 02:03:58,Other Products,SupermarketCy,0
ΠυρσόςΚάρβουνα5kg,5.99,30/04/2023 02:03:59,Other Products,SupermarketCy,0
"ΕύρηκαΜασσαλίαςYlangYlang&ΛεβάνταΥγρό48Πλύσεις2,4L-4€",6.99,30/04/2023 02:04:00,Cleaning and maintenance products,SupermarketCy,0
ComfortGoldLilies&WildBerriesΜαλακτικόΡούχων4L,6.39,30/04/2023 02:04:02,Cleaning and maintenance products,SupermarketCy,0
ComfortGoldWildOrchid&SandalwoodΜαλακτικόΡούχων4L,6.39,30/04/2023 02:04:03,Cleaning and maintenance products,SupermarketCy,0
ComfortPureΜαλακτικόΡούχων4L,5.24,30/04/2023 02:04:04,Cleaning and maintenance products,SupermarketCy,0
AlwaysUltraLongΜεΦτερά16Τεμ,2.39,30/04/2023 02:04:05,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
AlwaysDailiesNormalToGo20Τεμ,1.69,30/04/2023 02:04:09,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
EveryDayHyperdryNormalUltraPlus18Τεμ1+1,4.19,30/04/2023 02:04:10,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
EliteΧαρτοπετσέτεςΠολυτελείαςΆσπρο3Φύλλα40X40cm25Τεμ,1.75,30/04/2023 02:04:11,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
KleenexScottonellePureCleanDoubleRollΧαρτίΤουαλέτας16Τεμ-2€,13.32,30/04/2023 02:04:13,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
EldaΧαρτίΤουαλέτας24Τεμ,8.5,30/04/2023 02:04:14,"Articles for personal hygiene and wellness, esoteric products and beauty products",SupermarketCy,0
NannysSensitive6JuniorPlus40Τεμ,12.99,30/04/2023 02:04:23,Baby Care,SupermarketCy,0
NannysSensitive3Midi56Τεμ,16.28,30/04/2023 02:04:24,Baby Care,SupermarketCy,0
PampersActiveBaby740Τεμ,14.99,30/04/2023 02:04:25,Baby Care,SupermarketCy,0
PampersPremiumCare152Τεμ,13.95,30/04/2023 02:04:26,Baby Care,SupermarketCy,0
HippOrganicBabyCereal100%Ρυζάλευρο200g,3.57,30/04/2023 02:04:27,Baby food,SupermarketCy,0
NestleΦαρίνΛακτέΜεΓάλα300g,3.75,30/04/2023 02:04:28,Baby food,SupermarketCy,0
ΝουνούΦρουτόκρεμα5Φρούτα&Γάλα300g-0.50€,4.59,30/04/2023 02:04:29,Baby food,SupermarketCy,0
ΝουνούΦαρίνΛακτέΜπισκότο300g-0.40€,3.59,30/04/2023 02:04:30,Baby food,SupermarketCy,0
"ΓιώτηςΦαρίνΛακτέ300g-0,50€",3.49,30/04/2023 02:04:31,Baby food,SupermarketCy,0
ΝουνούFrisogrow3800g,20.4,30/04/2023 02:04:32,Baby food,SupermarketCy,0
ΝουνούFrisogrowPlus+4800g,20.99,30/04/2023 02:04:34,Baby food,SupermarketCy,0
NanOptiproHM-04400g,8.29,30/04/2023 02:04:34,Baby food,SupermarketCy,0
S26ProgressGold3400g,11.15,30/04/2023 02:04:35,Baby food,SupermarketCy,0
EdesmaΜπιφτέκιαΛαχανικών4Τεμ,5.75,30/04/2023 02:04:36,Ready-made meals,SupermarketCy,0
ΓρηγορίουΜπιφτέκια6Τεμ480g,4.65,30/04/2023 02:04:38,Other meat preparations,SupermarketCy,0
KyprianouΜπιφτέκιαΚοτόπουλου6Τεμ700g,5.99,30/04/2023 02:04:39,Other meat preparations,SupermarketCy,0
Κλήσειςπροςσταθερό,0.025,2023-04-30 02:04:41.023419,Wired telephone services,CYTA,0.025
Κλήσειςπροςκινητό,0.025,2023-04-30 02:04:42.021195,Wireless telephone services,CYTA,0.025
MobileInternetHome1,35.0,2023-04-30 02:04:43.181495,Internet access provision services,CYTA,35.0
FREEDOM,28.0,2023-04-30 02:04:44.952741,Bundled telecommunication services,CYTA,28.0
HomeFiber60MBPS,14.99,2023-04-30 02:04:46.392791,Internet access provision services,Primetel,0
HomeFiber150MBPS,19.99,2023-04-30 02:04:46.392795,Internet access provision services,Primetel,0
Fiber200MBPS,25.99,2023-04-30 02:04:46.392796,Internet access provision services,Primetel,0
GIGAUnlimited,14.99,2023-04-30 02:04:47.673508,Bundled telecommunication services,Primetel,0
GIGAUnlimitedPlus,18.99,2023-04-30 02:04:47.673512,Bundled telecommunication services,Primetel,0
GIGAUnlimitedMax,22.99,2023-04-30 02:04:47.673512,Bundled telecommunication services,Primetel,0
Pure Cotton Crew Neck T-Shirt,9.0,2023-04-30 02:05:26.227319,Garments for men,Marks&Spencer,0
Regular Fit Trouser with Active Waist,26.0,2023-04-30 02:05:26.227324,Garments for men,Marks&Spencer,0
3pk Cotton Rich Assorted Pattern Trunks,35.0,2023-04-30 02:05:26.227325,Garments for men,Marks&Spencer,0
Suede Slip-On Loafers,75.0,2023-04-30 02:05:26.227326,Footwear for men,Marks&Spencer,0
Suede Moccasin Slippers,37.5,2023-04-30 02:05:26.227327,Footwear for men,Marks&Spencer,0
Ribbed V-Neck Scallop Edge Knitted Top,22.0,2023-04-30 02:05:26.227328,Garments for women,Marks&Spencer,0
Straight Leg Trousers with Stretch,14.0,2023-04-30 02:05:26.227329,Garments for women,Marks&Spencer,0
3pk Wired Full Cup T-Shirt Bras A-E,39.5,2023-04-30 02:05:26.227330,Garments for women,Marks&Spencer,0
Suede Wedge Pumps,49.0,2023-04-30 02:05:26.227331,Footwear for women,Marks&Spencer,0
3pk Unisex Pure Cotton School Polo Shirts (2-16 Yrs),6.0,2023-04-30 02:05:26.227331,Garments for infants (0 to 2 years) and children (3 to 13 years),Marks&Spencer,0
Kids' Leather Riptape School Shoes (13 Small- 9 Large),45.0,2023-04-30 02:05:26.227332,Footwear for infants and children,Marks&Spencer,0
5pk Pure Cotton Sleepsuits (5lbs-3 Yrs),30.0,2023-04-30 02:05:26.227333,Garments for infants (0 to 2 years) and children (3 to 13 years),Marks&Spencer,0
4pk Pure Cotton Booties (0-1 Yrs),13.0,2023-04-30 02:05:26.227334,Footwear for infants and children,Marks&Spencer,0
Brushed Pencil Pleat Blackout Thermal Curtains,46.0,2023-04-30 02:05:26.227335,Furnishing fabrics and curtains,Marks&Spencer,0
