product_name,website,product_subclass,retailer
BASIC SHORT SLEEVE T-SHIRT,https://www.stradivarius.com/cy/vneck-polyamide-bodysuit-l07003151?colorId=004,Garments for women,Stradivarius
V-NECK POLYAMIDE BODYSUIT,https://www.stradivarius.com/cy/vneck-polyamide-bodysuit-l07003151?colorId=001,Garments for women,Stradivarius
BUTTONED BLAZER,https://www.stradivarius.com/cy/buttoned-blazer-l01918531?colorId=004,Garments for women,Stradivarius
PLUSH JERSEY JOGGING TROUSERS,https://www.stradivarius.com/cy/plush-jersey-jogging-trousers-l01168790?colorId=004,Garments for women,Stradivarius
SINGLE DRESS,https://www.stradivarius.com/cy/single-dress-l02352322?style=02&colorId=040,Garments for women,Stradivarius
Oversized Short Sleeve T-Shirt,https://www.bershka.com/cy/oversized-short-sleeve-t-shirt-c0p126337804.html?colorId=800,Garments for men,Bershka
