product_name,website,product_subclass,retailer
Χαραλαμπίδης Κρίστης Ραβιόλες με 100% Πισσουρκώτικο Χαλλούμι 400 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-γευματα-για-παρτι-ραβιολες/ραβιολες/χαραλαμπιδης-κριστης-ραβιολες-με-100-πισσουρκωτικο-χαλλουμι-400-g,Pasta products and couscous,Alpha Mega
Hercules Ραβιόλες με Φρέσκο Χαλλούμι & Αναρή 400 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-γευματα-για-παρτι-ραβιολες/ραβιολες/hercules-ραβιολες-με-φρεσκο-χαλλουμι-αναρη-400-g,Pasta products and couscous,Alpha Mega
Mitsides Χωριάτικες Ραβιόλες 375 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-γευματα-για-παρτι-ραβιολες/ραβιολες/mitsides-χωριατικες-ραβιολες-375-g,Pasta products and couscous,Alpha Mega
7 ΘΑΛΑΣΣΕΣ Κατεψυγμένες Βρασμένες Γαρίδες Vannamei 40/60 500 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενη-γαριδα-καραβιδα/7-θαλασσεσ-κατεψυγμενες-βρασμενες-γαριδες-vannamei-40-60-500-g,Frozen Seafood,Alpha Mega
Foodpax Χταπόδι Ινδοειρηνικού 100/200 800 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-θαλασσινα/foodpax-χταποδι-ινδοειρηνικου-100-200-800-g,Frozen Seafood,Alpha Mega
Foodpax Θράψαλο Ροδέλες (Dosidicus Gigas) Κατεψυγμένο 700 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-θαλασσινα/foodpax-θραψαλο-ροδελες-dosidicus-gigas-κατεψυγμενο-700-g,Frozen Seafood,Alpha Mega
Donegal Catch 4 Φιλέτα Σολομού με Δέρμα 400 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια/donegal-catch-4-φιλετα-σολομου-με-δερμα-400-g,Frozen Fish,Alpha Mega
Qualifood Φιλέτο Κοκκινόψαρου 525 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια/qualifood-φιλετο-κοκκινοψαρου-525-g,Frozen Fish,Alpha Mega
Findus Σολομός 4 Φιλέτα 4x125 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια/findus-σολομος-4-φιλετα-4x125-g,Frozen Fish,Alpha Mega
Qualifood Σολομός 4x125 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια/qualifood-σολομος-4x125-g,Frozen Fish,Alpha Mega
Qualifood Πανγκάσιους Φιλέτο 800 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια/qualifood-πανγκασιους-φιλετο-800-g,Frozen Fish,Alpha Mega
Birds Eye 14 Fish Fingers 350 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια-πανε/birds-eye-14-fish-fingers-350-g,Frozen Seafood,Alpha Mega
Birds Eye 4 Μεγάλα Παναρισμένα Φιλέτα Μπακαλιάρου 440 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια-πανε/birds-eye-4-μεγαλα-παναρισμενα-φιλετα-μπακαλιαρου-440-g,Frozen Seafood,Alpha Mega
Donegal Catch 4 Φιλέτα Ψαριού με Επικάλυψη Φρυγανιάς 400 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-ψαρια-θαλασσινα/κατεψυγμενα-ψαρια-πανε/donegal-catch-4-φιλετα-ψαριου-με-επικαλυψη-φρυγανιας-400-g,Frozen Seafood,Alpha Mega
Alera Μπιφτέκια Black Angus 2x150 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-μπιφτεκια-κρεας/κατεψυγμενα-μπιφτεκια/alera-μπιφτεκια-black-angus-2x150-g,Other meat preparations,Alpha Mega
Bird's Eye 4 Χορτοφαγικά Μπιφτέκια 454 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/εναλλακτικο-κρεας-χορτοφαγικα/birds-eye-4-χορτοφαγικα-μπιφτεκια-454-g,Ready-made meals,Alpha Mega
Γρηγορίου 4 Βοδινά Μπιφτέκια 480 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-μπιφτεκια-κρεας/κατεψυγμενα-μπιφτεκια/γρηγοριου-4-βοδινα-μπιφτεκια-480-g,Other meat preparations,Alpha Mega
Γρηγορίου 6 Χοιρινά Μπιφτέκια 480 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-μπιφτεκια-κρεας/κατεψυγμενα-μπιφτεκια/γρηγοριου-6-χοιρινα-μπιφτεκια-480-g,Other meat preparations,Alpha Mega
Γρηγορίου Μπιφτέκια Γαλοπούλας 480 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-μπιφτεκια-κρεας/κατεψυγμενα-μπιφτεκια/γρηγοριου-μπιφτεκια-γαλοπουλας-480-g,Other meat preparations,Alpha Mega
Kyprianou Special Food 6 Μπιφτέκια Χοιρινά 900 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-μπιφτεκια-κρεας/κατεψυγμενα-μπιφτεκια/kyprianou-special-food-6-μπιφτεκια-χοιρινα-900-g,Other meat preparations,Alpha Mega
Edesma Μπουκιές Κοτόπουλου 500 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/παναρισμενο-κοτοπουλο-nuggets/edesma-μπουκιες-κοτοπουλου-500-g,Other meat preparations,Alpha Mega
Maitre Coq Παναρισμένες Κοτομπουκιές 1 kg,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/παναρισμενο-κοτοπουλο-nuggets/maitre-coq-παναρισμενες-κοτομπουκιες-1-kg,Other meat preparations,Alpha Mega
Alera Κοτομπουκιές 1 kg,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/παναρισμενο-κοτοπουλο-nuggets/alera-κοτομπουκιες-1-kg,Other meat preparations,Alpha Mega
Creta Farms Εν Eλλάδι Κοτομπουκιές 400 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/παναρισμενο-κοτοπουλο-nuggets/creta-farms-εν-eλλαδι-κοτομπουκιες-400-g,Other meat preparations,Alpha Mega
Creta Farms Εν Eλλάδι Σουτζουκάκια σε Σάλτσα 500 g,https://www.alphamega.com.cy/el/προιοντα/κατεψυγμενα/κατεψυγμενα-γευματα-για-παρτι-ραβιολες/κατεψυγμενα-γευματα/creta-farms-εν-eλλαδι-σουτζουκακια-σε-σαλτσα-500-g,Other meat preparations,Alpha Mega
Γ.Χαραλάμπους Κλασικός Καφές 200 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/κυπριακος-καφες/γ-χαραλαμπους-κλασικος-καφες-200-g,Coffee,Alpha Mega
Γ.Χαραλάμπους Κλασικός Καφές 500 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/κυπριακος-καφες/γ-χαραλαμπους-κλασικος-καφες-500-g,Coffee,Alpha Mega
Καφές Λαϊκού Χρυσός 200 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/κυπριακος-καφες/καφες-λαικου-χρυσος-200-g,Coffee,Alpha Mega
Λαϊκός Χρυσός Καφές Παραδοσιακός 500 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/κυπριακος-καφες/λαικος-χρυσος-καφες-παραδοσιακος-500-g,Coffee,Alpha Mega
Celest Στιγμιαίος Καφές 200 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/στιγμιαιος-καφες/celest-στιγμιαιος-καφες-200-g,Coffee,Alpha Mega
Jacobs Monarch Εκλεκτός Στιγμιαίος Καφές 95 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/στιγμιαιος-καφες/jacobs-monarch-εκλεκτος-στιγμιαιος-καφες-95-g,Coffee,Alpha Mega
Nescafé Azera Εσπρέσο 100 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/στιγμιαιος-καφες/nescafe-azera-εσπρεσο-100-g,Coffee,Alpha Mega
Nescafe Classic Στιγμιαίος Καφές χωρίς Καφεΐνη 100 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/στιγμιαιος-καφες/nescafe-classic-στιγμιαιος-καφες-χωρις-καφεινη-100-g,Coffee,Alpha Mega
Nescafe Στιγμιαίος Καφές Κλασσικός 100 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/στιγμιαιος-καφες/nescafe-στιγμιαιος-καφες-κλασσικος-100-g,Coffee,Alpha Mega
Nescafe Στιγμιαίος Καφές Κλασσικός 200 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/στιγμιαιος-καφες/nescafe-στιγμιαιος-καφες-κλασσικος-200-g,Coffee,Alpha Mega
Jacobs Gold Στιγμιαίος Καφές 95 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/ζεστα-ροφηματα-γαλα/καφες/στιγμιαιος-καφες/jacobs-gold-στιγμιαιος-καφες-95-g,Coffee,Alpha Mega
Etosha Κάρβουνα 5 Kg,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/οικιακη-χρηση-αποθηκευση-τροφιμων/εξοπλισμος-bbq/etosha-καρβουνα-5-kg,Coal,Alpha Mega
ΠΥΡΣΟΣ Κάρβουνα 5 kg,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/οικιακη-χρηση-αποθηκευση-τροφιμων/εξοπλισμος-bbq/πυρσοσ-καρβουνα-5-kg,Coal,Alpha Mega
Ariel Color Απορρυπαντικό Ρούχων 50 Πλύσεις 2750 ml,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/απορρυπαντικο/ariel-color-απορρυπαντικο-ρουχων-50-πλυσεις-2750-ml,Cleaning and maintenance products,Alpha Mega
Dixan Υγρό Απορρυπαντικό Τζελ Universal με Τεχνολογία Ενεργού Καθαρισμού 42 Πλύσεων 2 L,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/απορρυπαντικο/dixan-υγρο-απορρυπαντικο-τζελ-universal-με-τεχνολογια-ενεργου-καθαρισμου-42-πλυσεων-2-l,Cleaning and maintenance products,Alpha Mega
Dixan Σκόνη Απορρυπαντικού Πλυντηρίου Ρούχων με Τεχνολογία Ενεργού Καθαρισμού Plus Φρεσκάδα Ωκεανού 66 Πλύσεις XXL Pack 3.3 Kg,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/απορρυπαντικο/dixan-σκονη-απορρυπαντικου-πλυντηριου-ρουχων-με-τεχνολογια-ενεργου-καθαρισμου-plus-φρεσκαδα-ωκεανου-66-πλυσεις-xxl-pack-3-3-kg,Cleaning and maintenance products,Alpha Mega
Εύρηκα Active Care Σκόνη Πλυντηρίου XXL 75 Πλύσεις 4.125 Kg,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/απορρυπαντικο/ευρηκα-active-care-σκονη-πλυντηριου-xxl-75-πλυσεις-4-125-kg,Cleaning and maintenance products,Alpha Mega
Εύρηκα Μασσαλίας Κλασσικό Υγρό Απορρυπαντικό Ρούχων 2.4 L,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/απορρυπαντικο/ευρηκα-μασσαλιας-κλασσικο-υγρο-απορρυπαντικο-ρουχων-2-4-l,Cleaning and maintenance products,Alpha Mega
Εύρηκα Μασσαλίας Ylang-Ylang & Λεβάντα Υγρό Απορρυπαντικό Ρούχων 2.4 L,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/απορρυπαντικο/ευρηκα-μασσαλιας-ylang-ylang-λεβαντα-υγρο-απορρυπαντικο-ρουχων-2-4-l,Cleaning and maintenance products,Alpha Mega
Comfort Gold Μαλακτικό ρούχων Lilies & Wild Berries 4 L,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/μαλακτικα-ρουχων/comfort-gold-μαλακτικο-ρουχων-lilies-wild-berries-4-l,Cleaning and maintenance products,Alpha Mega
Comfort Gold Μαλακτικό Ρούχων Wild Orchid & Sandalwood 4 L,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/μαλακτικα-ρουχων/comfort-gold-μαλακτικο-ρουχων-wild-orchid-sandalwood-2-l,Cleaning and maintenance products,Alpha Mega
Comfort Μαλακτικό Ρούχων Pure Soft 4 L,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/καθαριστικα-πλυντηριου/μαλακτικα-ρουχων/comfort-μαλακτικο-ρουχων-pure-soft-4-l,Cleaning and maintenance products,Alpha Mega
Always Platinum 4 Secure Night Άνεση & Προστασία 10 Ultra Σερβιέτες με Άρωμα,https://www.alphamega.com.cy/el/προιοντα/φροντιδα/σερβιετες/σερβιετες/always-platinum-4-secure-night-ανεση-προστασια-10-ultra-σερβιετες-με-αρωμα,"Articles for personal hygiene and wellness, esoteric products and beauty products",Alpha Mega
Always Ultra Σερβιέτες Long Plus 16+8 Δώρο 24 Τεμάχια,https://www.alphamega.com.cy/el/προιοντα/φροντιδα/σερβιετες/σερβιετες/always-ultra-σερβιετες-long-plus-16-8-δωρο-24-τεμαχια,"Articles for personal hygiene and wellness, esoteric products and beauty products",Alpha Mega
Always Ultra Σερβιέτες Normal Plus 20+8 Δώρο 28 Τεμάχια,https://www.alphamega.com.cy/el/προιοντα/φροντιδα/σερβιετες/σερβιετες/always-ultra-σερβιετες-normal-plus-20-8-δωρο-28-τεμαχια,"Articles for personal hygiene and wellness, esoteric products and beauty products",Alpha Mega
Everyday Hyperdry XL Σερβιέτες 18 Τεμάχια,https://www.alphamega.com.cy/el/προιοντα/φροντιδα/σερβιετες/σερβιετες/everyday-hyperdry-xl-σερβιετες-18-τεμαχια,"Articles for personal hygiene and wellness, esoteric products and beauty products",Alpha Mega
Kleenex Scottonelle Δίφυλλο Χαρτί Υγείας 16 Ρολ,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/ρολο-τουαλετας-κουζινας/χαρτι-υγειας/kleenex-scottonelle-διφυλλο-χαρτι-υγειας-16-ρολα,"Articles for personal hygiene and wellness, esoteric products and beauty products",Alpha Mega
Kleenex Scottonelle Χαρτί Υγείας Soft & Strong 24+8 Δώρο 32 Ρολά,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/ρολο-τουαλετας-κουζινας/χαρτι-υγειας/kleenex-scottonelle-χαρτι-υγειας-soft-strong-24-8-δωρο-32-ρολα,"Articles for personal hygiene and wellness, esoteric products and beauty products",Alpha Mega
Αλφαμέγα Χαρτί Υγείας 2 φύλλα 24 Ρολά,https://www.alphamega.com.cy/el/προιοντα/καθαριοτητα/ρολο-τουαλετας-κουζινας/χαρτι-υγειας/αλφαμεγα-χαρτι-υγειας-2-φυλλα-24-ρολα,"Articles for personal hygiene and wellness, esoteric products and beauty products",Alpha Mega
Nannys Sensitive Βρεφικά Πανάκια Junior Νο5 12-25 kg 44 Τεμάχια,https://www.alphamega.com.cy/el/προιοντα/βρεφος/πανες/nannys-sensitive-βρεφικα-πανακια-junior-νο5-12-25-kg-44-τεμαχια,Baby Care,Alpha Mega
Nannys Baby Love Πάνες No 6 Jumbo 18-27 Kg 30 Τεμάχια,https://www.alphamega.com.cy/el/προιοντα/βρεφος/πανες/nannys-baby-love-πανες-no-6-jumbo-18-27-kg-30-τεμαχια,Baby Care,Alpha Mega
Pampers Active Baby Πάνες μίας Χρήσεως No.6 13-18 kg 68 Τεμάχια,https://www.alphamega.com.cy/el/προιοντα/βρεφος/πανες/pampers-active-baby-πανες-μιας-χρησεως-no-6-13-18-kg-68-τεμαχια,Baby Care,Alpha Mega
Pampers Premium Care Βρεφικά Πανάκια No.4 9-14 kg 52 Τεμάχια,https://www.alphamega.com.cy/el/προιοντα/βρεφος/πανες/pampers-premium-care-βρεφικα-πανακια-no-4-9-14-kg-52-τεμαχια,Baby Care,Alpha Mega
Hipp Βιολογική Βρεφική Βρώμη Δημητριακών 200 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γευμα/hipp-βιολογικη-βρεφικη-βρωμη-δημητριακων-200-g,Baby food,Alpha Mega
Nestle Φαρίν Λακτέ 6+ Μηνών 300 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γευμα/nestle-φαριν-λακτε-6-μηνων-300-g,Baby food,Alpha Mega
Hipp Fine Fruits Βιολογική Φρουτόκρεμα με Γάλα 6+ μηνών 250 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γευμα/hipp-fine-fruits-βιολογικη-φρουτοκρεμα-με-γαλα-6-μηνων-250-g,Baby food,Alpha Mega
ΝΟΥΝΟΥ Φαρίν Λακτέ Σιτάλευρο & Γάλα από 6+ Μηνών 300 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γευμα/νουνου-φαριν-λακτε-σιταλευρο-γαλα-απο-6-μηνων-300-g-1,Baby food,Alpha Mega
Γιώτης Φαρίν Λακτέ από 6+ Μηνών -0.50€ 300 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γευμα/γιωτης-φαριν-λακτε-απο-6-μηνων-0-50-300-g,Baby food,Alpha Mega
ΝΟΥΝΟΥ Frisogrow Ρόφημα Γάλακτος σε Σκόνη 1-3 Ετών Νο.3 800 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γαλα/νουνου-frisogrow-ροφημα-γαλακτος-σε-σκονη-1-3-ετων-νο-3-800-g,Baby food,Alpha Mega
ΝΟΥΝΟΥ Frisolac Γάλα για Βρέφη σε Σκόνη Νο1 6+ Μηνών 800 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γαλα/νουνου-frisolac-γαλα-για-βρεφη-σε-σκονη-νο1-6-μηνων-800-g,Baby food,Alpha Mega
ΝΟΥΝΟΥ Frisomel Ρόφημα Γάλακτος σε Σκόνη Νο2 6+ Μηνών 800 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γαλα/νουνου-frisomel-ροφημα-γαλακτος-σε-σκονη-νο2-6-μηνων-800-g,Baby food,Alpha Mega
Nestle Nan Optipro Βρεφικό Γάλα σε Σκόνη Νο4 400 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γαλα/nestle-nan-optipro-βρεφικο-γαλα-σε-σκονη-νο4-400-g,Baby food,Alpha Mega
S-26 Progress Gold Ρόφημα Γάλακτος σε Σκόνη No.3 από τον 1ο Χρόνο 400 g,https://www.alphamega.com.cy/el/προιοντα/βρεφος/βρεφικο-γαλα/s-26-progress-gold-ροφημα-γαλακτος-σε-σκονη-no-3-απο-τον-1ο-χρονο-400-g,Baby food,Alpha Mega
7UP Αναψυκτικό 8x330 ml,https://www.alphamega.com.cy/el/προιοντα/ποτα/αναψυτικα-σοδα-tonics/αναψυκτικα/7up-αναψυκτικο-8x330-ml,Soft drinks,Alpha Mega
7UP Free Αναψυκτικό 8x330 ml,https://www.alphamega.com.cy/el/προιοντα/ποτα/αναψυτικα-σοδα-tonics/αναψυκτικα/7up-free-αναψυκτικο-8x330-ml,Soft drinks,Alpha Mega
Coca Cola Αυθεντική Γεύση 8x330 ml,https://www.alphamega.com.cy/el/προιοντα/ποτα/αναψυτικα-σοδα-tonics/αναψυκτικα/coca-cola-αυθεντικη-γευση-8x330-ml,Soft drinks,Alpha Mega
Coca Cola Zero Αναψυκτικό 8x330 ml,https://www.alphamega.com.cy/el/προιοντα/ποτα/αναψυτικα-σοδα-tonics/αναψυκτικα/coca-cola-zero-αναψυκτικο-8x330-ml,Soft drinks,Alpha Mega
ΚΕΟ Άγιος Νικόλαος Φυσικό Μεταλλικό Νερό 12x500 ml,https://www.alphamega.com.cy/el/προιοντα/ποτα/νερο/μεταλλικο-νερο/κεο-αγιος-νικολαος-φυσικο-μεταλλικο-νερο-12x500-ml,Mineral or spring waters,Alpha Mega
ΚΕΟ Άγιος Νικόλαος Φυσικό Μεταλλικό Νερό 6x1.5 L,https://www.alphamega.com.cy/el/προιοντα/ποτα/νερο/μεταλλικο-νερο/κεο-αγιος-νικολαος-φυσικο-μεταλλικο-νερο-6x1-5-l,Mineral or spring waters,Alpha Mega
Kykkos Φυσικό Μεταλλικό Νερό 12x500 ml,https://www.alphamega.com.cy/el/προιοντα/ποτα/νερο/μεταλλικο-νερο/kykkos-φυσικο-μεταλλικο-νερο-12x500-ml,Mineral or spring waters,Alpha Mega
Kykkos Φυσικό Μεταλλικό Νερό 6x1.5 L,https://www.alphamega.com.cy/el/προιοντα/ποτα/νερο/μεταλλικο-νερο/kykkos-φυσικο-μεταλλικο-νερο-6x1-5-l,Mineral or spring waters,Alpha Mega
Kean Χυμός Μάνγκο & Ρόδι Νέκταρ 1 L,https://www.alphamega.com.cy/el/προιοντα/ποτα/χυμος/kean-χυμος-μανγκο-νεκταρ-1-l,Fruit and vegetable juices,Alpha Mega
Λανίτης Χυμός Πορτοκάλι 1 L,https://www.alphamega.com.cy/el/προιοντα/ποτα/χυμος/λανιτης-χυμος-μηλο-πορτοκαλι-καροτο-1-l,Fruit and vegetable juices,Alpha Mega
Keanita Πορτοκάλι Φρουτοποτό 9x250 ml,https://www.alphamega.com.cy/el/προιοντα/ποτα/χυμος/keanita-πορτοκαλι-φρουτοποτο-9x250-ml,Fruit and vegetable juices,Alpha Mega
"Life Χυμός με Μήλο, Καρότο & Πορτοκάλι 400 ml",https://www.alphamega.com.cy/el/προιοντα/ειδη-ψυγειου/φρεσκοι-χυμοι-ετοιμοι-καφεδες/φρεσκος-χυμος/life-χυμος-με-μηλο-καροτο-πορτοκαλι-400-ml,Fruit and vegetable juices,Alpha Mega
Life Καλημέρα Χυμός Πορτοκάλι 1 L,https://www.alphamega.com.cy/el/προιοντα/ειδη-ψυγειου/φρεσκοι-χυμοι-ετοιμοι-καφεδες/φρεσκος-χυμος/life-καλημερα-χυμος-πορτοκαλι-1-l,Fruit and vegetable juices,Alpha Mega
Life Χυμός Πορτοκάλι 400 ml,https://www.alphamega.com.cy/el/προιοντα/ειδη-ψυγειου/φρεσκοι-χυμοι-ετοιμοι-καφεδες/φρεσκος-χυμος/life-χυμος-με-μηλο-καροτο-πορτοκαλι-400-ml,Fruit and vegetable juices,Alpha Mega
ΑλφαμέγαΨωµίΟλικήςΑλέσεωςσεΦέτες900g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bread/alphamega-wholemeal-sliced-bread-900-g,Bread,Alpha Mega
ΑλφαμέγαΨωµίΟλικήςΑλέσεωςσεΦέτες500g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bread/alphamega-wholemeal-sliced-bread-500-g,Bread,Alpha Mega
ΑλφαμέγαΛευκόΨωμί500g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bread/alphamega-white-bread-500-g,Bread,Alpha Mega
ΑλφαμέγαΧωριάτικοψωμί850g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bread/alphamega-white-village-bread-850-g,Bread,Alpha Mega
ΑλφαμέγαΆσπροΨωµίσεΦέτες900g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bread/alphamega-white-sliced-bread-900-g,Bread,Alpha Mega
ΑλφαμέγαΆσπροΨωµίσεΦέτες500g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bread/alphamega-white-sliced-bread-500-g,Bread,Alpha Mega
Άρτοζυμ5ΠαφίτικεςΠίττεςγιαΣουβλάκια750g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/pitta-wraps/artozym-5-pitta-bread-for-kebab-750-g,Other bakery products,Alpha Mega
NutriFreeψωμάκιαγιαΜπέργκερx3110g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/breadroll/nutri-free-panino-hamburger-buns-x3-110-g,Other bakery products,Alpha Mega
Κρουασάν Βουτύρου με Γέμιση Πραλίνα 85 g,https://www.alphamega.com.cy/el/προιοντα/φρεσκα/φουρνος/σνακς-φουρνου/κρουασαν-βουτυρου-με-γεμιση-πραλινα-85-g,Other bakery products,Alpha Mega
Χαλλουμωτή Τυλιχτή 165 g,https://www.alphamega.com.cy/el/προιοντα/φρεσκα/φουρνος/σνακς-φουρνου/χαλλουμωτη-τυλιχτη-165-g,Other bakery products,Alpha Mega
ΕλιωτήΤυλιχτή165g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bakery-snacks/halloumi-pie-165-g,Other bakery products,Alpha Mega
SweetVanillaΚέικΓεωγραφίας1kg,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bakery-snacks/sweet-vanilla-marble-cake-1-kg,Other bakery products,Alpha Mega
Jenny’sHomeΔάκτυλα300g,https://www.alphamega.com.cy/en/groceries/fresh-food/bakery/bakery-snacks/jennys-home-daktyla-300-g,Other bakery products,Alpha Mega
7DaysMiniBakeRollsμεΓεύσηΠίτσα80g,https://www.alphamega.com.cy/en/groceries/food-cupboard/crisps-snacks-popcorn/croissants-snacks/7days-mini-bake-rolls-with-pizza-seasoning-80-g,Other bakery products,Alpha Mega
BakandysΚριτσίνιαμεΕλαιόλαδο250g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/crackers-crispbread-rice-cakes/bakandys-bread-sticks-with-olive-oil-250-g,Other bakery products,Alpha Mega
ΑλφαμέγαΠαξιμαδάκιαΚανέλας350g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/crackers-crispbread-rice-cakes/alphamega-cinnamon-rusks-350-g,Other bakery products,Alpha Mega
JohnsofΔιπλοφουρνιστάΚρουτόνιαΟλικήςΑλέσεως320g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/crackers-crispbread-rice-cakes/johnsof-double-baked-whole-wheat-croutons-320-g,Other bakery products,Alpha Mega
EliteΦρυγανιέςΣίτουμεΣίκαλη3+1Δώρο360g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/crackers-crispbread-rice-cakes/elite-wheat-rye-rusks-3-1-free-360-g,Other bakery products,Alpha Mega
EliteΦρυγανιέςΟλικήςΆλεσης3+1Δώρο360g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/crackers-crispbread-rice-cakes/elite-wheat-rusks-3-1-free-500-g,Other bakery products,Alpha Mega
