product_name,website,product_subclass,retailer
BakandysΠαξιμάδιαμεΣικάλη250g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/crackers-crispbread-rice-cakes/bakandys-crisp-rolls-with-rye-250-g,Other bakery products,Alpha Mega
JohnsofΤραγανόΚείκΣταφίδας&ΑμυγδάλουNapolitano240g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/crackers-crispbread-rice-cakes/johnsof-napolitano-crispy-cakes-with-almonds-raisins-240-g,Other bakery products,Alpha Mega
Quaker100%ΝιφάδεςΒρώμηςΟλικήςΆλεσης500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/cereals-muesli-oats/quaker-wholegrain-rolled-oats-500-g-1,Breakfast Cereals,Alpha Mega
QuakerΤραγανέςΜπουκιέςΔημητριακάμεΒρώμη&ΣοκολάταΓάλακτος450g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/cereals-muesli-oats/quaker-cereal-clusters-with-oat-milk-chocolate-450-g,Breakfast Cereals,Alpha Mega
OreoO’sΔημητριακά350g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/cereals-muesli-oats/oreo-os-cereal-350-g,Breakfast Cereals,Alpha Mega
Kellogg'sCornFlakesΔημητριακά375g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/cereals-muesli-oats/kelloggs-corn-flakes-cereal-375-g,Breakfast Cereals,Alpha Mega
Kellogg’sCocoPopsChocosΔημητριακάμεΓεύσηΣοκολάτας375g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/cereals-muesli-oats/kelloggs-coco-pops-chocos-375-g,Breakfast Cereals,Alpha Mega
Kellogg’sCocoPopsΔημητριακάμεΓεύσηΣοκολάτας500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/cereals-muesli-oats/kelloggs-coco-pops-500-g,Breakfast Cereals,Alpha Mega
Kellogg’s Special K Δημητριακά 450 g,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/προγευμα/δημητριακα-βρωμη/kelloggs-special-k-δημητριακα-450-g,Breakfast Cereals,Alpha Mega
Kellogg’sMielPopsLoopsΔημητριακά330g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/cereals-muesli-oats/kelloggs-miel-pops-loops-cereal-330-g,Breakfast Cereals,Alpha Mega
BarillaΣπαγγέτιNo5500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/barilla-spaghetti-no-5-500-g,Pasta products and couscous,Alpha Mega
MelissaPrimoGustoΣπαγγέτιNo6500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/melissa-primo-gusto-spaghetti-no-6-500-g,Pasta products and couscous,Alpha Mega
MelissaPrimoGustoΚριθαράκι500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/melissa-primo-gusto-orzo-500-g,Pasta products and couscous,Alpha Mega
ΜιτσίδηςΜακαρόνιαΣπαγέττι500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/mitsides-spaghetti-500-g,Pasta products and couscous,Alpha Mega
ΜιτσίδηςΚριθαράκι500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/mitsides-barley-orzo-500-g,Pasta products and couscous,Alpha Mega
ΜιτσίδηςΜακαρόνιαMezzani'Α'500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/mitsides-pasta-mezzani-a-500-g,Pasta products and couscous,Alpha Mega
ΜιτσίδηςΧωριάτικαΜακαρόνια500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/mitsides-traditional-cyprus-macaroni-500-g,Pasta products and couscous,Alpha Mega
ΑΛΦΑΜΕΓΑΣπαγγέτι500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/pasta/alphamega-spaghetti-500-g,Pasta products and couscous,Alpha Mega
3AΡύζιΜπαρποϊλΟυραγουάης1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/3a-parboiled-rice-1-kg,Rice,Alpha Mega
Ben'sOriginalΜακρύκοκκοΡύζιParboiledΤέλειοσε10Λεπτά1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/bens-original-long-grain-rice-parboiled-ready-in-10-minutes-1-kg,Rice,Alpha Mega
TildaΡυζιbasmati1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/tilda-basmati-rice-1-kg,Rice,Alpha Mega
3ΑΡύζιΜπασμάτι1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/3a-basmati-rice-1-kg,Rice,Alpha Mega
3ΑΡύζιΤζιασμίν1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/3a-jasmine-rice-1-kg,Rice,Alpha Mega
LiskoΠουργούριΟλικήςΆλεσης500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/lisko-bulgur-wheat-500-g,Rice,Alpha Mega
ΜιτσίδηςΠουργούριγιαΠιλάφι500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/mitsides-bulgur-wheat-500-g,Rice,Alpha Mega
ΜιτσίδηςΠουργούριγιαΠιλάφι1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/mitsides-bulgur-wheat-1-kg,Rice,Alpha Mega
ΑγίαΣκέπηΠλιγούριΟργανικήςΓεωργίας500gr,https://www.alphamega.com.cy/en/groceries/food-cupboard/pasta-rice-noodles/rice-grains/agia-skepi-bio-organic-bulgur-500-g,Rice,Alpha Mega
ΑλφαμέγαΨιλόΘαλασσινόΕπιτραπέζιοΑλάτι500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/salt-pepper/alphamega-table-sea-salt-500-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΠιπέριΜαύροΑλεσμένο34g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/salt-pepper/carnation-ground-black-pepper-50-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationΚανέλαΑλεσμένη40g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-ground-cinammon-40-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationΠάπρικα(ΠιπέριΓλυκό)50g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-sweet-paprika-50-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationΚουρκουμάς(Κιτρινόριζα)50g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-turmeric-50-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΔιάφοραΒότανα15g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-mixed-herbs-15-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΣκόρδοΣκόνη50g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-garlic-powder-50-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΡίγανη15g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-oregano-15-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΘυμάρι20g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-thyme-20-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΚόλιανδροςσεΣκόνη535g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-coriander-powder-35-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΜαϊντανός15g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-parsley-15-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΒασιλικός20g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-basil-20-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΆνηθος15g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-dill-tips-15-g,"Salt, spices and culinary herbs",Alpha Mega
CarnationSpicesΔεντρολίβανο(Λασμαρί)20g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/herbs-spices-seasonings/carnation-spices-rosemary-20-g,"Salt, spices and culinary herbs",Alpha Mega
ΛειβαδιώτηςΑμύγδαλα200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/nuts/livadiotis-almonds-200-g,Dried fruit and nuts,Alpha Mega
SeranoΚάσιουςΩμά140g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/nuts/serano-raw-cashew-kernels-140-g,Dried fruit and nuts,Alpha Mega
ΛειβαδιώτηΚαρυδόψιχα140g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/nuts/leivadioti-walnuts-140-g,Dried fruit and nuts,Alpha Mega
SeranoΚαρυδόψιχες130g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/nuts/serano-walnut-kernels-130-g,Dried fruit and nuts,Alpha Mega
SeranoΦιστικόψιχεςΨημένεςμεΑλάτι1+1Δώρο125g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/nuts/serano-roasted-peanut-kernels-1-1-free-125-g,Dried fruit and nuts,Alpha Mega
ΠαστάΣύκα500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/dried-fruit/dried-figs-500-g,Dried fruit and nuts,Alpha Mega
SeranoSnackingGoodΑποξηραμέναΒερίκοκα250g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/dried-fruit/serano-snacking-good-dried-apricots-250-g,Dried fruit and nuts,Alpha Mega
SeranoSnackingGoodΑποξηραμέναΔαμάσκηνα275g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/dried-fruit/serano-snacking-good-dried-prunes-with-pit-275-g,Dried fruit and nuts,Alpha Mega
TascoNaturalΑποξηραμέναΧρυσόμηλα300g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/dried-fruit/tasco-natural-dried-apricots-300-g,Dried fruit and nuts,Alpha Mega
ΦοινίκιαDegler500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/dried-fruit/degler-dates-500-g,Dried fruit and nuts,Alpha Mega
SeranoΣταφίδες350g,https://www.alphamega.com.cy/en/groceries/food-cupboard/dried-fruit-nuts/dried-fruit/serano-raisins-350-g,Dried fruit and nuts,Alpha Mega
ΑλφαμεγαΜέλι475g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/honey/alphamega-honey-475-g,"Jams, marmalades and honey",Alpha Mega
HΩραίαΆλωνΜέλιΑνθέων475g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/honey/i-orea-alona-blossom-honey-475-g,"Jams, marmalades and honey",Alpha Mega
ΤοΤζιβέρτιΜέλιΑνθέων500g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/honey/to-tziverti-wildflower-honey-500-g,"Jams, marmalades and honey",Alpha Mega
ΤζιβέρτιΚυπριακόΜέλιΑνθέων485g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/honey/tziverti-local-wildflowers-honey-485-g,"Jams, marmalades and honey",Alpha Mega
CasinoΜαρμελάδαΦράουλας370g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/jam/casino-jam-with-4-fruits-370-g,"Jams, marmalades and honey",Alpha Mega
NutellaΚρέμαΦουντουκιούκαιΚακάο200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/chocolate-spreads/nutella-hazelnut-spread-200-g,"Jams, marmalades and honey",Alpha Mega
JohnsofΦυστικοβούτυροΤραγανό340g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/spreads-syrups/johnsof-peanut-butter-smooth-340-g,"Jams, marmalades and honey",Alpha Mega
ΌλυμποςΦυστικοβούτυροΑπαλό350g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/honey-jam-other-spreads/spreads-syrups/olympos-peanut-butter-smooth-350-g,"Jams, marmalades and honey",Alpha Mega
Γ.ΧαραλάμπουςΓαριδάκια10x22g,https://www.alphamega.com.cy/en/groceries/food-cupboard/crisps-snacks-popcorn/crisps/g-charalambous-cheese-puffs-10x22-g,Crisps,Alpha Mega
PelargosΕλαφράΣυμπυκνωμένοςΧυμόςΤομάτας3x250g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-tomato/pelargos-slightly-concentrated-tomato-juice-3x250-g,"Sauces, condiments",Alpha Mega
ΜιτσίδηςΠάσταΝτομάτας4X70g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-tomato/mitsides-tomato-paste-4x70-g,"Sauces, condiments",Alpha Mega
BlossomΠάσταΝτομάτας4X70g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-tomato/blossom-tomato-paste-4x70-g,"Sauces, condiments",Alpha Mega
KyknosΤοματοπολτόςΔιπλήςΣυμπύκνωσης410g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-tomato/kyknos-tomato-paste-double-concentration-410-g,"Sauces, condiments",Alpha Mega
ΜιτσίδησΠεραστήΝτομάτα-PassataΟικονομικήΣυσκευασία3x200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-tomato/mitsides-passata-3x200-g,"Sauces, condiments",Alpha Mega
MaggiΖωμόςΚότας132g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/bouillons/maggi-chicken-bouillon132-g,"Sauces, condiments",Alpha Mega
MaggiΖωμόςΛαχανικών176g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/bouillons/maggi-bouillon-pasta-132-g,"Sauces, condiments",Alpha Mega
MaggiΖωμόςΓιαΖυμαρικά132g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/bouillons/maggi-vegetable-bouillon-132-g,"Sauces, condiments",Alpha Mega
KnorrΖωμόςΚότας120g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/bouillons/knorr-chicken-stock-cubes-120-g,"Sauces, condiments",Alpha Mega
KnorrΖωμόςΛαχανικών120g,https://www.alphamega.com.cy/en/groceries/food-cupboard/salt-pepper-seasoning-bouillons/bouillons/knorr-vegetable-stock-cubes-120-g,"Sauces, condiments",Alpha Mega
ΆγιοςΓεώργιοςΚυπριακόΕξαιρετικόΠαρθένοΕλαιόλαδο1L,https://www.alphamega.com.cy/en/groceries/food-cupboard/oils-vinegars-sauces-dressings/olive-oil/saint-george-cyprus-extra-virgin-olive-oil-1l,Olive Oil,Alpha Mega
ΑλφαμέγαΚυπριακόΕξαιρετικόΠαρθένοΕλαιόλαδο2L,https://www.alphamega.com.cy/en/groceries/food-cupboard/oils-vinegars-sauces-dressings/olive-oil/alphamega-cypriot-extra-virgin-olive-oil-2-l,Olive Oil,Alpha Mega
ΣΕΚΕΠΕξαιρετικόΠαρθένοΕλαιόλαδο1L,https://www.alphamega.com.cy/en/groceries/food-cupboard/oils-vinegars-sauces-dressings/olive-oil/sekep-extra-virgin-oil-1l,Olive Oil,Alpha Mega
AmbrosiaΗλιανθέλαιο2L,https://www.alphamega.com.cy/en/groceries/food-cupboard/oils-vinegars-sauces-dressings/cooking-oil/ambrosia-sunflower-oil-2-l,Other edible oils,Alpha Mega
AmbrosiaΗλιανθέλαιο3L,https://www.alphamega.com.cy/en/groceries/food-cupboard/oils-vinegars-sauces-dressings/cooking-oil/ambrosia-sunflower-oil-3-l,Other edible oils,Alpha Mega
Lesieur Ηλιανθέλαιο 3 L,https://www.alphamega.com.cy/el/προιοντα/τροφιμα/λαδι-ξυδι-σως-dressings/λαδι-μαγειρεματος/lesieur-ηλιανθελαιο-3-l,Other edible oils,Alpha Mega
SevycoΆσπροςΤόνοςΣεΕλαιόλαδο4X95g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/sevyco-white-tuna-in-water-4x95-g,Other preserved or processed fish and seafood-based preparations,Alpha Mega
SevycoΤόνοςΣεΝερό4X185g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/sevyco-white-tuna-in-water-4x185-g,Other preserved or processed fish and seafood-based preparations,Alpha Mega
RioMareΤόνοςΣεΕλαιόλαδο2x160g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/rio-mare-tuna-in-olive-oil-2x160-g,Other preserved or processed fish and seafood-based preparations,Alpha Mega
RioMareΤόνοςΣεΕλαιόλαδο3x80g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/rio-mare-tuna-in-olive-oil-3x80-g,Other preserved or processed fish and seafood-based preparations,Alpha Mega
ChameauΣαρδελάκιασεΝερό125g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/chameau-sardines-in-water-125-g,"Dried, smoked or salted fish and seafood",Alpha Mega
TrataΡέγγαΚαπνιστήΦιλέτοσεΦυτικόΛάδι160g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/trata-herring-filet-in-vegetable-oil-160-g,"Dried, smoked or salted fish and seafood",Alpha Mega
CasinoΦιλέτοΣκουμπρίσεΣάλτσαEscabeche169g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/casino-mackerel-in-escabeche-sauce-169-g,"Dried, smoked or salted fish and seafood",Alpha Mega
ΚαμήλαΑντσούγιεςΦιλέτoσεΗλιανθέλαιο50g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-fish/chameau-anchovies-flat-fillets-in-sunflower-oil-50-g,"Dried, smoked or salted fish and seafood",Alpha Mega
KarlaΚορνΜπηφ340g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-meat/karla-corned-beef-340-g,Other meat preparations,Alpha Mega
TulipΧοιρινόΛάντσιον200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-meat/tulip-luncheon-meat-200-g,Other meat preparations,Alpha Mega
TulipΤσόπτΧάμ200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-meat/tulip-chopped-ham-200-g,Other meat preparations,Alpha Mega
ZwanΛάντσιονΜητ200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-meat/zwan-luncheon-meat-200-g,Other meat preparations,Alpha Mega
ZwanΤσόπτΧαμ&Χοιρινό200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-meat/zwan-chopped-ham-pork-200-g,Other meat preparations,Alpha Mega
ZwanLuncheonΚοτόπουλο200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-meat/zwan-chicken-luncheon-meat-200-g,Other meat preparations,Alpha Mega
BonduelleΚόκκιναΦασολιά200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-vegetables/bonduelle-red-beans-200-g,"Dried vegetables, other preserved or processed vegetables",Alpha Mega
CampagnaΡεβίθια400g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-pulses/campagna-chick-peas-400-g,"Dried vegetables, other preserved or processed vegetables",Alpha Mega
CampagnaΦασόλιαΆσπρα400g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-pulses/campagna-white-beans-400-g,"Dried vegetables, other preserved or processed vegetables",Alpha Mega
ΑλφαμέγαΚαλαμπόκι340g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-vegetables/alphamega-sweet-corn-340-g,"Dried vegetables, other preserved or processed vegetables",Alpha Mega
MorrisonsΦασόλιασεΣάλτσαΝτομάτας410g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/canned-pulses/morrisons-baked-beans-in-tomato-sauce-410-g,"Dried vegetables, other preserved or processed vegetables",Alpha Mega
ΑλφαμέγαΜανιτάριαΚομμένα400g,https://www.alphamega.com.cy/en/groceries//food-cupboard/pulses-cans-packet-soup/canned-vegetables/alphamega-sliced-mushrooms-400-g,"Dried vegetables, other preserved or processed vegetables",Alpha Mega
ΝΟΥΝΟΥΓάλαΣυμπυκνωμένο400g,https://www.alphamega.com.cy/en/groceries/food-cupboard/hot-drinks-milk/long-life-milk/noynoy-evaporated-milk-400-g,Other milk products,Alpha Mega
NestleΖαχαρούχοΓάλαΣυμπυκνωμένο397g,https://www.alphamega.com.cy/en/groceries/food-cupboard/hot-drinks-milk/long-life-milk/nestle-sweetened-condensed-milk-397-g,Other milk products,Alpha Mega
ΝουνούΓάλαΖαχαρούχο397g,https://www.alphamega.com.cy/en/groceries/food-cupboard/hot-drinks-milk/long-life-milk/noynoy-sweet-condensed-milk-397-g,Other milk products,Alpha Mega
ΝΟΥΝΟΥΣυμπυκνωμένοΓάλα10Χ15g,https://www.alphamega.com.cy/en/groceries/food-cupboard/hot-drinks-milk/long-life-milk/noynoy-evaporated-milk-in-capsules-10x15-g,Other milk products,Alpha Mega
ΧαραλαμπίδηςΚρίστηςΚρέμαΓάλακτος35%Λιπαρά250ml,https://www.alphamega.com.cy/en/groceries/chilled/butter-margarine/cooking-cream/charalambides-christis-whipping-cream-35-fat-250-ml,Other milk products,Alpha Mega
HeinzΣούπαΜανιταριών400g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/soups/heinz-cream-of-mushroom-soup-400-g,Other food products n.e.c.,Alpha Mega
HeinzΣούπαΝτομάτας400g,https://www.alphamega.com.cy/en/groceries/food-cupboard/pulses-cans-packet-soup/soups/heinz-cream-of-tomato-soup-400-g,Other food products n.e.c.,Alpha Mega
FrouFrouJokerΜπισκότομεΓεύσηΣοκολάταΓάλακτος9+3Δώρο300g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/biscuits/frou-frou-joker-biscuits-with-milk-chocolate-9-3-free-300-g,Other food products n.e.c.,Alpha Mega
FrouFrouΜπισκόταMorningCoffee150g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/biscuits/frou-frou-morning-coffee-biscuits-150-g,Other food products n.e.c.,Alpha Mega
ΠαπαδοπούλουΜπισκόταΠτι-ΜπερΟλικήςΆλεσης225g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/biscuits/papadopoulou-petit-beurre-wholegrain-biscuits-225-g,Other food products n.e.c.,Alpha Mega
OreoΜπισκόταμεΚρέμαΒανίλιας154g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/biscuits/oreo-cookies-with-vanilla-cream-154-g,Other food products n.e.c.,Alpha Mega
KinderCardsΓκοφρέταμεΚρεμώδηΓέμισηαπόΓάλα&Κακάο128g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/biscuits/kinder-cards-wafers-with-creamy-milk-cocoa-filling-128-g,Other food products n.e.c.,Alpha Mega
ΠαπαδοπούλουΜπισκόταΓεμιστάμεΣοκολάτα200g,https://www.alphamega.com.cy/en/groceries/food-cupboard/breakfast/biscuits/papadopoulou-chocolate-filled-biscuits-200-g,Other food products n.e.c.,Alpha Mega
ΑλφαμέγαΛευκήΚρυστάλλινηΖάχαρη1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/home-baking/sugar-sweeteners/alphamega-white-crystal-sugar-1-kg,Sugar,Alpha Mega
ΜιτσίδηςΑλεύριΓιαΌλεςΤιςΧρήσεις1kg,https://www.alphamega.com.cy/en/groceries/food-cupboard/home-baking/flour/mitsides-all-purpose-flour-1-kg,Flours and other cereals,Alpha Mega
