,subclass,weight.division,weight.subclass,matching,reference.mean.price,reference.weighted.mean.price,reference.weighted.mean.price.division,reference.weighted.mean.price.total,subclass_average,weighted.mean.price,weighted.mean.price.division,weighted.mean.price.total,weight.matched,weight.matched.division,weight.matched.total,datetime.calculated,CPI_total,CPI_division,weighted_CPI_division,CPI_general,CPI_total_inflation,CPI_general_inflation,division
674,private insurance connected with health,0.086,0.0037,0,,,0.5077,718.6435,,,0.5077,718.6465,0.0,0.0441,0.7601,2023-08-08 06:51:02.836250,100.0004,100.0,4.41,76.0774,0.0001,0.0233,MISCELLANEOUS GOODS AND SERVICES
675,motor vehicle insurance,0.086,0.0174,0,,,0.5077,718.6435,,,0.5077,718.6465,0.0,0.0441,0.7601,2023-08-08 06:51:02.836250,100.0004,100.0,4.41,76.0774,0.0001,0.0233,MISCELLANEOUS GOODS AND SERVICES
676,charges by banks and post offices,0.086,0.0067,0,,,0.5077,718.6435,,,0.5077,718.6465,0.0,0.0441,0.7601,2023-08-08 06:51:02.836250,100.0004,100.0,4.41,76.0774,0.0001,0.0233,MISCELLANEOUS GOODS AND SERVICES
677,administrative fees,0.086,0.0007,0,,,0.5077,718.6435,,,0.5077,718.6465,0.0,0.0441,0.7601,2023-08-08 06:51:02.836250,100.0004,100.0,4.41,76.0774,0.0001,0.0233,MISCELLANEOUS GOODS AND SERVICES
678,legal services and accountancy,0.086,0.0014,0,,,0.5077,718.6435,,,0.5077,718.6465,0.0,0.0441,0.7601,2023-08-08 06:51:02.836250,100.0004,100.0,4.41,76.0774,0.0001,0.0233,MISCELLANEOUS GOODS AND SERVICES
679,funeral services,0.086,0.0005,0,,,0.5077,718.6435,,,0.5077,718.6465,0.0,0.0441,0.7601,2023-08-08 06:51:02.836250,100.0004,100.0,4.41,76.0774,0.0001,0.0233,MISCELLANEOUS GOODS AND SERVICES
680,other fees and services,0.086,0.0008,0,,,0.5077,718.6435,,,0.5077,718.6465,0.0,0.0441,0.7601,2023-08-08 06:51:02.836250,100.0004,100.0,4.41,76.0774,0.0001,0.0233,MISCELLANEOUS GOODS AND SERVICES
681,rice,0.1906,0.0013,1,3.049,0.004,0.7665,718.6435,3.049,0.004,0.7654,718.6722,0.0013,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
682,flours and other cereals,0.1906,0.002,1,1.4958,0.003,0.7665,718.6435,1.4958,0.003,0.7654,718.6722,0.002,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
683,bread,0.1906,0.0098,1,1.64,0.0161,0.7665,718.6435,1.7367,0.017,0.7654,718.6722,0.0098,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
684,other bakery products,0.1906,0.0146,1,2.9319,0.0428,0.7665,718.6435,2.9827,0.0435,0.7654,718.6722,0.0146,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
685,pizza and quiche,0.1906,0.0011,1,3.3975,0.0037,0.7665,718.6435,3.3975,0.0037,0.7654,718.6722,0.0011,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
686,pasta products and couscous,0.1906,0.0024,1,2.0864,0.005,0.7665,718.6435,2.0155,0.0048,0.7654,718.6722,0.0024,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
687,breakfast cereals,0.1906,0.0031,1,3.7712,0.0117,0.7665,718.6435,3.7712,0.0117,0.7654,718.6722,0.0031,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
688,other cereal products,0.1906,0.0,1,3.2975,0.0,0.7665,718.6435,3.2975,0.0,0.7654,718.6722,0.0,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
689,beef and veal,0.1906,0.0013,1,5.895,0.0077,0.7665,718.6435,5.895,0.0077,0.7654,718.6722,0.0013,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
690,pork,0.1906,0.0112,1,5.3517,0.0599,0.7665,718.6435,5.3517,0.0599,0.7654,718.6722,0.0112,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
691,lamb and goat,0.1906,0.0039,1,13.07,0.051,0.7665,718.6435,13.07,0.051,0.7654,718.6722,0.0039,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
692,poultry,0.1906,0.0098,1,9.885,0.0969,0.7665,718.6435,9.885,0.0969,0.7654,718.6722,0.0098,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
693,other meats,0.1906,0.0011,1,4.8283,0.0053,0.7665,718.6435,4.8283,0.0053,0.7654,718.6722,0.0011,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
694,"dried, salted or smoked meat",0.1906,0.006,1,3.2667,0.0196,0.7665,718.6435,3.2,0.0192,0.7654,718.6722,0.006,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
695,other meat preparations,0.1906,0.0019,1,4.5429,0.0086,0.7665,718.6435,4.4719,0.0085,0.7654,718.6722,0.0019,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
696,fresh or chilled fish,0.1906,0.0028,1,8.68,0.0243,0.7665,718.6435,8.9,0.0249,0.7654,718.6722,0.0028,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
697,frozen fish,0.1906,0.0015,1,8.9645,0.0134,0.7665,718.6435,8.7827,0.0132,0.7654,718.6722,0.0015,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
698,fresh or chilled seafood,0.1906,0.0003,0,,,0.7665,718.6435,,,0.7654,718.6722,0.0,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
699,frozen seafood,0.1906,0.0011,1,6.6071,0.0073,0.7665,718.6435,6.6529,0.0073,0.7654,718.6722,0.0011,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
700,"dried, smoked or salted fish and seafood",0.1906,0.0006,1,1.9838,0.0012,0.7665,718.6435,1.9538,0.0012,0.7654,718.6722,0.0006,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
701,other preserved or processed fish and seafood-based preparations,0.1906,0.0023,1,6.3888,0.0147,0.7665,718.6435,6.3888,0.0147,0.7654,718.6722,0.0023,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
702,whole milk,0.1906,0.0015,1,2.87,0.0043,0.7665,718.6435,2.87,0.0043,0.7654,718.6722,0.0015,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
703,low fat milk,0.1906,0.0086,1,2.3425,0.0201,0.7665,718.6435,2.3425,0.0201,0.7654,718.6722,0.0086,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
704,preserved milk,0.1906,0.0007,1,1.2325,0.0009,0.7665,718.6435,1.2325,0.0009,0.7654,718.6722,0.0007,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
705,yoghurt,0.1906,0.0053,1,3.886,0.0206,0.7665,718.6435,3.73,0.0198,0.7654,718.6722,0.0053,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
706,cheese and curd,0.1906,0.0123,1,3.887,0.0478,0.7665,718.6435,3.887,0.0478,0.7654,718.6722,0.0123,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
707,other milk products,0.1906,0.002,1,1.7955,0.0036,0.7665,718.6435,1.7309,0.0035,0.7654,718.6722,0.002,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
708,eggs,0.1906,0.0023,1,3.735,0.0086,0.7665,718.6435,3.735,0.0086,0.7654,718.6722,0.0023,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
709,butter,0.1906,0.001,1,4.0333,0.004,0.7665,718.6435,4.0333,0.004,0.7654,718.6722,0.001,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
710,margarine and other vegetable fats,0.1906,0.0012,1,2.6258,0.0032,0.7665,718.6435,2.5925,0.0031,0.7654,718.6722,0.0012,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
711,olive oil,0.1906,0.0013,1,10.195,0.0133,0.7665,718.6435,10.195,0.0133,0.7654,718.6722,0.0013,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
712,other edible oils,0.1906,0.0015,1,7.6612,0.0115,0.7665,718.6435,7.6613,0.0115,0.7654,718.6722,0.0015,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
713,fresh or chilled fruit,0.1906,0.0139,1,3.5223,0.049,0.7665,718.6435,3.5291,0.0491,0.7654,718.6722,0.0139,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
714,dried fruit and nuts,0.1906,0.0038,1,3.4109,0.013,0.7665,718.6435,3.3376,0.0127,0.7654,718.6722,0.0038,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
715,fresh or chilled vegetables other than potatoes and other tubers,0.1906,0.0138,1,2.1155,0.0292,0.7665,718.6435,2.0895,0.0288,0.7654,718.6722,0.0138,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
716,frozen vegetables other than potatoes and other tubers,0.1906,0.0009,1,2.928,0.0026,0.7665,718.6435,2.928,0.0026,0.7654,718.6722,0.0009,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
717,"dried vegetables, other preserved or processed vegetables",0.1906,0.0036,1,1.2142,0.0044,0.7665,718.6435,1.2142,0.0044,0.7654,718.6722,0.0036,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
718,potatoes,0.1906,0.0026,1,2.1,0.0055,0.7665,718.6435,2.14,0.0056,0.7654,718.6722,0.0026,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
719,crisps,0.1906,0.0018,1,2.25,0.004,0.7665,718.6435,2.25,0.004,0.7654,718.6722,0.0018,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
720,sugar,0.1906,0.0007,1,1.44,0.001,0.7665,718.6435,1.44,0.001,0.7654,718.6722,0.0007,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
721,"jams, marmalades and honey",0.1906,0.0015,1,3.6756,0.0055,0.7665,718.6435,3.685,0.0055,0.7654,718.6722,0.0015,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
722,chocolate,0.1906,0.0036,1,2.24,0.0081,0.7665,718.6435,2.24,0.0081,0.7654,718.6722,0.0036,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
723,confectionery products,0.1906,0.0025,1,1.8879,0.0047,0.7665,718.6435,1.8805,0.0047,0.7654,718.6722,0.0025,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
724,edible ices and ice cream,0.1906,0.0022,1,3.535,0.0078,0.7665,718.6435,3.535,0.0078,0.7654,718.6722,0.0022,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
725,artificial sugar substitutes,0.1906,0.0,1,3.33,0.0,0.7665,718.6435,3.33,0.0,0.7654,718.6722,0.0,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
726,"sauces, condiments",0.1906,0.0019,1,1.9205,0.0036,0.7665,718.6435,1.8686,0.0036,0.7654,718.6722,0.0019,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
727,"salt, spices and culinary herbs",0.1906,0.0008,1,1.0934,0.0009,0.7665,718.6435,1.0934,0.0009,0.7654,718.6722,0.0008,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
728,baby food,0.1906,0.0026,1,8.6559,0.0225,0.7665,718.6435,8.6982,0.0226,0.7654,718.6722,0.0026,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
729,ready-made meals,0.1906,0.0008,1,4.802,0.0038,0.7665,718.6435,4.442,0.0036,0.7654,718.6722,0.0008,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
730,other food products n.e.c.,0.1906,0.0009,1,2.056,0.0019,0.7665,718.6435,2.032,0.0018,0.7654,718.6722,0.0009,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
731,coffee,0.1906,0.0044,1,5.4421,0.0239,0.7665,718.6435,5.4054,0.0238,0.7654,718.6722,0.0044,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
732,tea,0.1906,0.0004,1,1.745,0.0007,0.7665,718.6435,1.745,0.0007,0.7654,718.6722,0.0004,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
733,cocoa and powdered chocolate,0.1906,0.0003,1,2.71,0.0008,0.7665,718.6435,2.71,0.0008,0.7654,718.6722,0.0003,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
734,mineral or spring waters,0.1906,0.0029,1,2.6373,0.0076,0.7665,718.6435,2.6373,0.0076,0.7654,718.6722,0.0029,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
735,soft drinks,0.1906,0.0056,1,4.4808,0.0251,0.7665,718.6435,4.4092,0.0247,0.7654,718.6722,0.0056,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
736,fruit and vegetable juices,0.1906,0.0033,1,2.0605,0.0068,0.7665,718.6435,2.01,0.0066,0.7654,718.6722,0.0033,0.1903,0.7601,2023-08-09 06:54:55.586973,100.004,99.8565,19.0027,76.064,0.0036,-0.0176,FOOD AND NON-ALCOHOLIC BEVERAGES
737,spirits and liqueurs,0.0347,0.0023,1,11.5471,0.0266,8.8789,718.6435,11.5471,0.0266,8.8789,718.6722,0.0023,0.0347,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,3.47,76.064,0.0036,-0.0176,ALCOHOLIC BEVERAGES AND TOBACCO
738,wine from grapes,0.0347,0.0018,1,3.21,0.0058,8.8789,718.6435,3.21,0.0058,8.8789,718.6722,0.0018,0.0347,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,3.47,76.064,0.0036,-0.0176,ALCOHOLIC BEVERAGES AND TOBACCO
739,lager beer,0.0347,0.0026,1,6.145,0.016,8.8789,718.6435,6.145,0.016,8.8789,718.6722,0.0026,0.0347,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,3.47,76.064,0.0036,-0.0176,ALCOHOLIC BEVERAGES AND TOBACCO
740,cigarettes,0.0347,0.0171,1,500.0,8.55,8.8789,718.6435,500.0,8.55,8.8789,718.6722,0.0171,0.0347,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,3.47,76.064,0.0036,-0.0176,ALCOHOLIC BEVERAGES AND TOBACCO
741,cigars,0.0347,0.0033,1,28.64,0.0945,8.8789,718.6435,28.64,0.0945,8.8789,718.6722,0.0033,0.0347,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,3.47,76.064,0.0036,-0.0176,ALCOHOLIC BEVERAGES AND TOBACCO
742,other tobacco products,0.0347,0.0076,1,24.475,0.186,8.8789,718.6435,24.475,0.186,8.8789,718.6722,0.0076,0.0347,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,3.47,76.064,0.0036,-0.0176,ALCOHOLIC BEVERAGES AND TOBACCO
743,garments for men,0.0721,0.0185,1,26.1727,0.4842,2.3922,718.6435,27.6556,0.5116,2.4196,718.6722,0.0185,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
744,garments for women,0.0721,0.0234,1,23.3765,0.547,2.3922,718.6435,23.3765,0.547,2.4196,718.6722,0.0234,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
745,garments for infants (0 to 2 years) and children (3 to 13 years),0.0721,0.0116,1,30.9167,0.3586,2.3922,718.6435,30.9167,0.3586,2.4196,718.6722,0.0116,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
746,other articles of clothing,0.0721,0.0004,0,,,2.3922,718.6435,,,2.4196,718.6722,0.0,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
747,clothing accessories,0.0721,0.0004,1,17.0,0.0068,2.3922,718.6435,17.0,0.0068,2.4196,718.6722,0.0004,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
748,cleaning of clothing,0.0721,0.0008,0,,,2.3922,718.6435,,,2.4196,718.6722,0.0,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
749,repair and hire of clothing,0.0721,0.0003,0,,,2.3922,718.6435,,,2.4196,718.6722,0.0,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
750,footwear for men,0.0721,0.0065,1,63.8333,0.4149,2.3922,718.6435,63.8333,0.4149,2.4196,718.6722,0.0065,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
751,footwear for women,0.0721,0.0072,1,61.875,0.4455,2.3922,718.6435,61.875,0.4455,2.4196,718.6722,0.0072,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
752,footwear for infants and children,0.0721,0.003,1,45.075,0.1352,2.3922,718.6435,45.075,0.1352,2.4196,718.6722,0.003,0.0706,0.7601,2023-08-09 06:54:55.586973,100.004,101.1454,7.1409,76.064,0.0036,-0.0176,CLOTHING AND FOOTWEAR
753,actual rentals paid by tenants,0.0828,0.0291,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
754,materials for the maintenance and repair of the dwelling,0.0828,0.0023,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
755,services of plumbers,0.0828,0.0016,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
756,services of electricians,0.0828,0.0006,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
757,maintenance services for heating systems,0.0828,0.0004,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
758,services of painters,0.0828,0.0038,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
759,services of carpenters,0.0828,0.0017,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
760,other services for maintenance and repair of the dwelling,0.0828,0.0101,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
761,water supply,0.0828,0.0072,1,11.0,0.0792,0.2148,718.6435,11.0,0.0792,0.2148,718.6722,0.0072,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
762,refuse collection,0.0828,0.0045,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
763,sewage collection,0.0828,0.002,1,0.665,0.0013,0.2148,718.6435,0.665,0.0013,0.2148,718.6722,0.002,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
764,maintenance charges in multi-occupied buildings,0.0828,0.0022,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
765,electricity,0.0828,0.0316,1,2.44,0.0771,0.2148,718.6435,2.44,0.0771,0.2148,718.6722,0.0316,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
766,natural gas and town gas,0.0828,0.0021,0,,,0.2148,718.6435,,,0.2148,718.6722,0.0,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
767,liquefied hydrocarbons,0.0828,0.0025,1,15.78,0.0394,0.2148,718.6435,15.78,0.0394,0.2148,718.6722,0.0025,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
768,liquid fuels,0.0828,0.0071,1,1.123,0.008,0.2148,718.6435,1.1415,0.0081,0.2148,718.6722,0.0071,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
769,coal,0.0828,0.0015,1,6.52,0.0098,0.2148,718.6435,6.455,0.0097,0.2148,718.6722,0.0015,0.0519,0.7601,2023-08-09 06:54:55.586973,100.004,100.0,5.19,76.064,0.0036,-0.0176,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
