,subclass,weight.division,weight.subclass,matching,reference.mean.price,reference.weighted.mean.price,reference.weighted.mean.price.division,reference.weighted.mean.price.total,subclass_average,weighted.mean.price,weighted.mean.price.division,weighted.mean.price.total,weight.matched,weight.matched.division,weight.matched.total,datetime.calculated,CPI_total,CPI_division,weighted_CPI_division,CPI_general,CPI_total_inflation,CPI_general_inflation,division
2363,other furniture and furnishings,0.0644,0.0012,1,44.7417,0.0537,4.1529,718.6435,44.7417,0.0537,4.155,718.6459,0.0012,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2364,carpets and rugs,0.0644,0.0004,1,4.8233,0.0019,4.1529,718.6435,4.8233,0.0019,4.155,718.6459,0.0004,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2365,furnishing fabrics and curtains,0.0644,0.0012,1,62.0,0.0744,4.1529,718.6435,62.0,0.0744,4.155,718.6459,0.0012,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2366,bed linen,0.0644,0.0008,1,129.0,0.1032,4.1529,718.6435,129.0,0.1032,4.155,718.6459,0.0008,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2367,table linen and bathroom linen,0.0644,0.0003,1,25.5,0.0076,4.1529,718.6435,25.5,0.0076,4.155,718.6459,0.0003,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2368,"refrigerators, freezers and fridge-freezers",0.0644,0.0016,1,395.6667,0.6331,4.1529,718.6435,395.6667,0.6331,4.155,718.6459,0.0016,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2369,"clothes washing machines, clothes drying machines and dish washing machines",0.0644,0.002,1,309.0,0.618,4.1529,718.6435,309.0,0.618,4.155,718.6459,0.002,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2370,cookers,0.0644,0.0012,1,68.475,0.0822,4.1529,718.6435,77.95,0.0935,4.155,718.6459,0.0012,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2371,"heaters, air conditioners",0.0644,0.0025,1,399.0,0.9975,4.1529,718.6435,399.0,0.9975,4.155,718.6459,0.0025,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2372,cleaning equipment,0.0644,0.0002,1,8.3836,0.0017,4.1529,718.6435,8.3836,0.0017,4.155,718.6459,0.0002,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2373,food processing appliances,0.0644,0.0003,1,89.0,0.0267,4.1529,718.6435,89.0,0.0267,4.155,718.6459,0.0003,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2374,"coffee machines, tea makers and similar appliances",0.0644,0.0002,1,21.7,0.0043,4.1529,718.6435,21.7,0.0043,4.155,718.6459,0.0002,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2375,irons,0.0644,0.0003,1,24.95,0.0075,4.1529,718.6435,,,4.155,718.6459,0.0003,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2376,toasters and grills,0.0644,0.0003,1,37.45,0.0112,4.1529,718.6435,37.45,0.0112,4.155,718.6459,0.0003,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2377,other small electric household appliances,0.0644,0.0,1,36.95,0.0,4.1529,718.6435,36.95,0.0,4.155,718.6459,0.0,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2378,repair of household appliances,0.0644,0.0005,1,13.3233,0.0067,4.1529,718.6435,13.3233,0.0067,4.155,718.6459,0.0005,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2379,"glassware, crystal-ware, ceramic ware and chinaware",0.0644,0.0016,1,0.79,0.0013,4.1529,718.6435,0.79,0.0013,4.155,718.6459,0.0016,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2380,"cutlery, flatware and silverware",0.0644,0.0004,1,8.574,0.0034,4.1529,718.6435,8.574,0.0034,4.155,718.6459,0.0004,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2381,non-electric kitchen utensils and articles,0.0644,0.0023,1,19.306,0.0444,4.1529,718.6435,19.306,0.0444,4.155,718.6459,0.0023,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2382,motorized major tools and equipment,0.0644,0.0017,1,109.9,0.1868,4.1529,718.6435,109.9,0.1868,4.155,718.6459,0.0017,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2383,non-motorized small tools,0.0644,0.0005,1,17.9,0.009,4.1529,718.6435,17.9,0.009,4.155,718.6459,0.0005,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2384,miscellaneous small tool accessories,0.0644,0.0013,1,59.99,0.078,4.1529,718.6435,59.99,0.078,4.155,718.6459,0.0013,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2385,cleaning and maintenance products,0.0644,0.0127,1,6.1597,0.0782,4.1529,718.6435,6.0197,0.0765,4.155,718.6459,0.0127,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2386,other non-durable small household articles,0.0644,0.0061,0,,,4.1529,718.6435,,,4.155,718.6459,0.0,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2387,domestic services by paid staff,0.0644,0.0145,0,,,4.1529,718.6435,,,4.155,718.6459,0.0,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2388,cleaning services,0.0644,0.0,0,,,4.1529,718.6435,,,4.155,718.6459,0.0,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2389,other domestic services and household services,0.0644,0.0,0,,,4.1529,718.6435,,,4.155,718.6459,0.0,0.0438,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0506,4.3822,76.09,0.0,-0.013,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2390,pharmaceutical products,0.0637,0.0202,1,4.64,0.0937,0.1664,718.6435,4.64,0.0937,0.1664,718.6459,0.0202,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2391,pregnancy tests and mechanical contraceptive devices,0.0637,0.0004,1,14.91,0.006,0.1664,718.6435,14.91,0.006,0.1664,718.6459,0.0004,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2392,other medical products n.e.c.,0.0637,0.0005,1,65.0,0.0325,0.1664,718.6435,65.0,0.0325,0.1664,718.6459,0.0005,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2393,corrective eye-glasses and contact lenses,0.0637,0.001,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2394,repair of therapeutic appliances and equipment,0.0637,0.0006,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2395,other therapeutic appliances and equipment,0.0637,0.0003,1,114.12,0.0342,0.1664,718.6435,114.12,0.0342,0.1664,718.6459,0.0003,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2396,general practice,0.0637,0.0,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2397,specialist practice,0.0637,0.0122,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2398,dental services,0.0637,0.0059,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2399,"services of medical analysis laboratories and x-ray 



centres",0.0637,0.0079,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2400,other paramedical services,0.0637,0.0054,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2401,hospital services,0.0637,0.0093,0,,,0.1664,718.6435,,,0.1664,718.6459,0.0,0.0214,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,2.14,76.09,0.0,-0.013,HEALTH
2402,new motor cars,0.1417,0.0188,1,20650.0,388.22,395.4777,718.6435,20650.0,388.22,395.4808,718.6459,0.0188,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2403,second-hand motor cars,0.1417,0.0138,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2404,motor cycles,0.1417,0.0011,1,6100.0,6.71,395.4777,718.6435,6100.0,6.71,395.4808,718.6459,0.0011,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2405,bicycles,0.1417,0.0003,1,570.0,0.171,395.4777,718.6435,570.0,0.171,395.4808,718.6459,0.0003,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2406,tyres,0.1417,0.0015,1,52.55,0.0788,395.4777,718.6435,52.55,0.0788,395.4808,718.6459,0.0015,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2407,spare parts for personal transport equipment,0.1417,0.0011,1,12.4833,0.0137,395.4777,718.6435,12.4833,0.0137,395.4808,718.6459,0.0011,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2408,accessories for personal transport equipment,0.1417,0.0,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2409,diesel,0.1417,0.0143,1,1.531,0.0219,395.4777,718.6435,1.588,0.0227,395.4808,718.6459,0.0143,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2410,petrol,0.1417,0.0607,1,1.502,0.0912,395.4777,718.6435,1.54,0.0935,395.4808,718.6459,0.0607,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2411,lubricants,0.1417,0.0004,1,10.425,0.0042,395.4777,718.6435,10.425,0.0042,395.4808,718.6459,0.0004,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2412,maintenance and repair of personal transport equipment,0.1417,0.0184,1,9.07,0.1669,395.4777,718.6435,9.07,0.1669,395.4808,718.6459,0.0184,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2413,"hire of garages, parking spaces and personal transport equipment",0.1417,0.0005,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2414,toll facilities and parking meters,0.1417,0.0003,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2415,"driving lessons, tests, licences and road worthiness tests",0.1417,0.009,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2416,passenger transport by bus and coach,0.1417,0.0008,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2417,passenger transport by taxi and hired car with driver,0.1417,0.0007,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2418,international flights,0.1417,0.0,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2419,removal and storage services,0.1417,0.0,0,,,395.4777,718.6435,,,395.4808,718.6459,0.0,0.1166,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0008,11.6601,76.09,0.0,-0.013,TRANSPORT
2420,letter handling services,0.0439,0.0006,1,1.05,0.0006,0.334,718.6435,1.05,0.0006,0.334,718.6459,0.0006,0.0439,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,4.39,76.09,0.0,-0.013,COMMUNICATION
2421,other postal services,0.0439,0.0005,1,12.5167,0.0063,0.334,718.6435,12.5167,0.0063,0.334,718.6459,0.0005,0.0439,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,4.39,76.09,0.0,-0.013,COMMUNICATION
2422,mobile telephone equipment,0.0439,0.0023,1,46.3,0.1065,0.334,718.6435,46.3,0.1065,0.334,718.6459,0.0023,0.0439,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,4.39,76.09,0.0,-0.013,COMMUNICATION
2423,wired telephone services,0.0439,0.0033,1,0.031,0.0001,0.334,718.6435,0.031,0.0001,0.334,718.6459,0.0033,0.0439,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,4.39,76.09,0.0,-0.013,COMMUNICATION
2424,wireless telephone services,0.0439,0.0276,1,0.041,0.0011,0.334,718.6435,0.041,0.0011,0.334,718.6459,0.0276,0.0439,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,4.39,76.09,0.0,-0.013,COMMUNICATION
2425,internet access provision services,0.0439,0.0031,1,26.7462,0.0829,0.334,718.6435,26.7462,0.0829,0.334,718.6459,0.0031,0.0439,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,4.39,76.09,0.0,-0.013,COMMUNICATION
2426,bundled telecommunication services,0.0439,0.0065,1,20.994,0.1365,0.334,718.6435,20.994,0.1365,0.334,718.6459,0.0065,0.0439,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0,4.39,76.09,0.0,-0.013,COMMUNICATION
2427,"equipment for the reception, recording and reproduction of sound",0.0575,0.0002,1,22.45,0.0045,1.0259,718.6435,22.45,0.0045,1.0269,718.6459,0.0002,0.0249,0.7601,2023-08-16 09:50:35.098567,100.0003,100.0975,2.4924,76.09,0.0,-0.013,RECREATION AND CULTURE
